SCHCD,Bldstatus,Clrooms,Clgood,Clmajor,ClMinor,OthGood,OthMajor,OthMinor,Toilet_C,Toiletb,Toilet_g,KITDEVGRANT_YN,MEALSINSCH,CAL_YN,HMRoom_YN,Electric_YN,Bndrywall,library_YN,PGround_YN,Blackboard,BookinLib,Water,MedChk_YN,Ramps_YN,Computer,Tch_Male,Tch_Female,Tch_NR,HeadTch,GradAbove,TchWithProf,DaysInvld,TchInvld
7060308902,1,8,8,0,0,14,0,0,0,1,1,0,0,1,1,1,1,1,2,14,7487,3,2,2,16,3,15,0,0,18,18,0,0
7060309001,1,10,10,0,0,4,0,0,0,3,3,0,0,1,1,1,1,1,1,12,4105,3,1,2,10,0,11,0,0,11,11,67,10
7060309101,1,16,16,0,0,21,0,0,0,12,12,0,0,1,1,1,1,1,1,28,9258,3,1,2,70,3,40,0,0,42,43,0,0
7060309102,1,14,14,0,0,20,0,0,0,21,13,0,0,1,1,1,1,1,1,28,98520,3,2,2,75,13,36,0,1,46,49,64,2
070503ND801,1,22,22,0,0,8,0,0,0,7,8,0,0,2,1,1,1,2,2,45,0,3,2,1,0,7,49,0,0,47,56,0,0
070503ND901,1,51,51,0,0,50,0,0,15,41,47,0,0,2,1,1,1,1,1,137,6500,4,1,1,202,16,174,0,0,186,190,220,1
070503ND902,1,19,19,0,0,23,0,0,0,0,36,0,0,1,1,1,1,2,1,19,20000,3,1,1,61,4,57,0,1,60,61,0,0
070503ND903,1,34,34,0,0,17,0,0,0,24,24,0,0,1,1,1,1,1,1,36,19000,3,1,2,99,5,74,0,0,79,79,51,11
070507ND101,3,12,12,0,0,11,0,0,2,0,6,0,3,2,1,1,1,1,1,19,1011,3,1,2,22,2,14,0,1,13,16,30,1
070507ND102,3,19,19,0,0,7,0,0,0,12,12,0,3,2,1,1,1,1,1,31,7000,3,1,1,42,4,41,0,0,41,45,0,0
070507ND105,3,12,12,0,0,8,0,0,2,1,2,0,3,3,1,1,1,1,1,12,954,3,1,1,1,4,10,0,1,12,14,0,0
070507ND106,3,16,16,0,0,9,0,0,2,6,6,0,3,2,1,1,1,1,1,26,4085,3,1,2,18,7,15,0,1,20,22,0,0
070507ND107,3,14,14,0,0,10,0,0,0,7,7,0,3,2,1,1,1,1,1,14,1711,3,1,2,18,10,26,0,0,36,36,0,0
070507ND108,3,13,13,0,0,50,0,0,0,11,0,0,3,1,1,1,1,1,1,31,59182,3,1,1,41,25,23,0,1,47,48,0,0
070507ND109,3,6,6,0,0,23,0,0,0,0,18,0,3,2,1,1,1,1,1,6,10000,3,1,2,12,7,28,0,0,35,35,1251,32
070507ND110,3,24,24,0,0,16,0,0,0,1,49,0,3,1,1,1,1,1,1,39,9775,3,1,2,22,12,44,0,1,54,56,0,0
070507ND111,4,10,10,0,0,2,0,0,0,1,1,0,3,1,1,1,1,1,2,11,179,3,1,2,5,3,8,0,1,10,11,0,0
070507ND201,3,18,18,0,0,9,0,0,0,3,3,0,3,2,1,1,1,1,1,19,1371,3,1,2,22,3,13,0,1,15,16,0,0
070507ND202,3,14,14,0,0,4,0,0,0,6,8,0,3,1,1,1,1,1,1,19,700,3,1,1,4,1,9,0,1,9,10,0,0
070507ND203,3,19,19,0,0,13,0,0,0,4,8,0,3,2,1,1,1,1,1,21,2200,3,1,1,12,5,29,0,1,30,34,0,0
070507ND205,3,5,5,0,0,8,0,0,0,2,2,0,3,1,1,1,1,1,1,15,1350,3,1,1,4,1,6,0,1,7,7,0,0
070507ND206,3,10,10,0,0,11,0,0,0,3,3,0,3,2,1,1,1,1,1,15,1351,3,1,1,5,6,3,0,1,9,9,225,5
7060508601,1,11,11,0,0,4,0,0,0,0,4,0,3,1,1,1,1,1,2,16,1062,3,1,2,4,0,6,0,1,6,6,0,0
7060508602,2,10,0,10,0,1,1,1,0,2,0,0,3,2,1,1,1,1,2,11,245,3,2,2,0,1,9,0,1,10,10,0,0
7060508603,1,9,8,1,0,2,0,0,0,4,0,0,3,2,1,1,1,2,2,9,0,3,2,2,0,0,9,0,1,9,9,0,0
7060508901,1,5,5,0,0,11,0,0,0,1,1,0,3,2,1,1,1,1,1,8,1458,3,2,2,0,0,5,0,0,5,5,0,0
7060508902,2,5,0,5,0,2,0,0,0,1,0,0,3,2,1,1,1,2,2,8,2087,3,2,2,0,0,3,0,1,1,3,0,0
7060508903,1,10,10,0,0,2,0,0,0,0,3,0,3,2,1,1,1,1,1,9,296,3,2,2,0,0,5,0,1,4,5,0,0
7060508904,1,5,5,0,0,3,0,0,0,0,3,0,3,2,1,1,1,1,1,6,948,3,2,2,0,0,4,0,1,3,4,0,0
7060508905,1,9,9,0,0,2,0,0,0,3,0,0,3,2,1,1,1,1,1,10,218,3,2,2,0,3,4,0,1,7,7,0,0
7060508906,1,5,5,0,0,3,0,0,0,3,0,0,3,2,1,1,1,1,2,5,364,3,2,2,0,0,5,0,0,3,5,0,0
7060509101,3,15,15,0,0,7,0,0,0,0,10,0,3,2,1,1,1,1,2,18,1412,3,2,2,0,0,10,0,1,9,10,0,0
7060509102,1,5,5,0,0,2,0,0,0,2,1,0,3,2,1,1,1,1,1,8,2524,3,2,2,1,0,3,0,1,3,3,0,0
7060509103,1,6,4,2,0,1,0,0,0,2,2,0,3,1,2,1,1,1,1,9,440,3,2,2,3,0,3,0,1,3,3,0,0
7060608101,1,5,3,2,0,2,0,0,0,1,2,0,0,2,1,1,1,1,1,7,1000,3,2,2,0,0,4,0,1,3,4,0,0
7060608102,3,5,5,0,0,2,0,0,0,1,1,0,0,2,1,1,1,1,1,7,525,3,1,1,0,1,2,0,0,3,3,0,0
7060608201,1,8,8,0,0,3,0,0,0,2,2,0,0,2,1,1,1,1,2,10,580,3,2,2,5,0,6,0,1,6,6,0,0
070507ND301,3,10,10,0,0,3,0,0,0,2,2,0,3,1,1,1,1,1,1,13,975,3,1,2,10,3,12,0,1,15,15,0,0
070507ND302,3,18,18,0,0,13,0,0,0,4,6,0,3,2,1,1,1,1,2,31,1540,3,1,2,0,10,12,0,1,21,22,0,0
070507ND303,3,12,12,0,0,3,8,0,2,14,14,0,3,2,1,1,1,2,2,11,0,3,2,2,6,1,11,0,1,12,12,0,0
070507ND304,3,10,10,0,0,9,0,0,0,3,3,0,3,2,1,1,1,1,2,12,1800,3,2,2,4,4,7,0,1,11,11,0,0
070507ND307,3,13,13,0,0,14,0,0,0,9,9,0,3,1,1,1,1,1,2,7,2500,3,1,1,18,21,19,0,1,38,40,405,2
070507ND402,3,6,6,0,0,4,0,0,1,3,3,0,3,3,1,1,1,1,2,7,382,3,1,2,16,3,5,0,1,8,8,0,0
070507ND403,3,12,0,12,0,16,0,0,0,11,14,0,3,2,1,1,2,1,1,24,5067,3,1,1,17,13,16,0,1,23,29,0,0
070507ND406,3,15,15,0,0,8,0,0,0,3,3,0,3,1,1,1,1,1,1,56,4500,3,1,2,19,14,27,0,0,41,41,190,18
070507ND408,3,10,10,0,0,6,0,0,1,3,3,0,3,3,1,1,1,1,1,10,1000,3,1,2,13,1,7,0,1,8,8,0,0
070507ND410,3,39,39,0,0,30,0,0,0,6,6,0,3,2,1,1,1,1,1,43,650,3,1,2,15,14,44,0,1,55,58,0,0
070507ND411,3,12,12,0,0,18,0,0,0,6,6,0,3,1,1,1,1,1,2,17,792,3,1,2,12,19,28,0,1,45,47,14,2
070507ND413,3,14,14,0,0,3,0,0,0,4,4,0,3,1,1,1,1,1,1,18,786,3,1,1,8,6,13,0,0,16,19,0,0
070507ND504,3,5,5,0,0,14,0,0,0,2,2,0,3,2,1,1,1,1,1,6,1545,3,1,1,14,4,1,0,1,4,5,156,2
070507ND505,3,9,9,0,0,12,0,0,0,2,2,0,3,1,1,1,1,1,1,9,2800,3,1,1,1,4,7,0,1,10,11,0,0
070507ND508,3,6,6,0,0,6,0,0,0,12,6,0,3,1,1,1,1,1,2,7,2950,3,1,2,4,4,4,0,1,7,8,0,0
070507ND601,3,16,16,0,0,19,0,0,0,16,20,0,3,2,1,1,1,1,1,16,5000,3,1,2,36,11,34,0,0,45,45,52,2
070507ND602,3,18,18,0,0,14,0,0,0,7,6,0,3,1,2,1,1,1,1,21,2500,3,1,1,12,8,25,0,1,27,33,20,8
070507ND604,3,19,19,0,0,8,0,0,6,4,4,0,3,2,1,1,1,1,2,22,1700,3,2,2,0,7,11,0,1,15,18,0,0
070507ND605,3,5,5,0,0,8,0,0,0,2,2,0,3,1,1,1,1,1,2,5,193,3,1,2,5,3,5,0,1,7,8,0,0
070507ND607,3,25,25,0,0,0,0,0,3,3,4,0,3,1,1,1,1,1,1,30,4293,3,1,2,15,9,30,0,1,38,39,0,0
070507ND608,3,20,16,4,0,4,0,0,0,2,1,0,3,1,1,1,1,1,2,20,512,3,1,2,10,5,6,0,1,11,11,0,0
070507ND610,3,14,14,0,0,0,0,0,0,2,3,0,3,3,1,1,1,1,2,22,1282,3,1,2,3,12,6,0,1,17,18,0,0
070507ND611,3,12,12,0,0,0,0,0,0,9,9,0,3,2,1,1,1,2,2,30,0,3,1,1,17,16,18,0,1,33,34,0,0
070507ND701,3,16,16,0,0,7,0,0,0,3,3,0,3,3,1,1,1,1,1,18,2100,3,1,1,5,6,21,0,0,25,27,0,0
070507ND702,3,14,8,6,0,4,0,0,0,2,2,0,3,1,1,1,1,1,1,13,2029,3,1,1,10,9,8,0,1,15,17,0,0
070507ND703,3,8,8,0,0,9,0,0,0,2,2,0,3,1,1,1,1,1,1,14,2084,3,1,2,5,3,7,0,1,8,10,26,2
070507ND704,3,11,0,11,0,6,0,0,0,2,2,0,3,3,1,1,1,1,1,15,792,3,1,2,5,3,10,0,1,9,13,0,0
070507ND706,3,19,19,0,0,14,0,0,0,10,15,0,3,2,1,1,1,1,1,33,16805,3,2,2,0,13,44,0,0,57,57,0,0
070507ND708,3,8,8,0,0,0,0,0,0,0,4,0,3,2,2,1,1,1,1,14,662,3,2,2,0,2,10,0,0,12,12,0,0
070507ND802,3,8,8,0,0,7,0,0,0,3,3,0,3,3,1,1,1,1,1,10,2412,3,2,1,0,5,8,0,1,11,13,0,0
070507ND804,3,12,12,0,0,6,0,0,0,3,3,0,3,2,1,1,1,1,1,14,1400,3,1,1,5,3,9,0,1,12,12,225,1
070507ND805,4,11,11,0,0,11,0,0,0,3,3,0,3,2,1,1,1,1,1,11,10610,3,1,1,25,6,28,0,0,34,34,40,2
070507ND806,3,9,9,0,0,24,0,0,0,2,2,0,3,1,1,1,1,1,1,43,7517,3,1,2,15,10,17,0,1,25,27,0,0
070507ND812,3,19,19,0,0,7,0,0,0,8,7,0,3,1,1,1,1,1,1,33,7457,3,1,1,12,19,27,0,1,45,46,61,3
070507ND901,3,4,0,0,4,3,0,0,0,1,1,0,3,2,1,1,1,1,2,4,641,3,1,2,1,4,1,0,1,4,5,21,1
070507ND902,3,11,11,0,0,16,0,0,0,5,5,0,3,1,1,1,1,1,1,10,5000,3,1,2,6,9,24,0,0,33,33,0,0
070509ND101,4,40,40,0,0,20,0,0,0,10,10,0,0,1,1,1,1,1,1,70,13350,3,1,1,111,31,104,0,2,131,135,60,3
070509ND401,4,24,15,0,9,14,0,0,0,20,20,0,0,1,1,1,1,1,1,26,7793,3,1,1,83,18,34,0,1,51,52,123,10
070509ND402,3,19,19,0,0,0,0,0,0,20,20,0,0,1,1,1,1,1,1,29,7442,3,1,2,43,14,35,0,1,49,49,59,2
070511ND101,2,10,10,0,0,8,0,0,0,1,2,0,0,2,1,1,1,1,2,11,3257,3,1,2,0,0,3,0,1,3,3,0,0
070511ND301,2,10,10,0,0,2,0,0,0,0,3,0,3,2,2,1,1,1,2,12,3425,3,1,2,0,0,8,0,0,8,8,0,0
070511ND401,1,10,10,0,0,3,0,0,0,4,7,0,3,2,1,1,1,1,1,11,550,3,1,2,0,0,11,0,0,10,11,21,1
070512ND201,1,35,35,0,0,10,0,0,0,17,19,0,0,1,1,1,1,1,1,56,15591,3,1,2,65,7,53,0,1,59,60,212,53
070512ND202,1,9,9,0,0,0,0,0,0,6,6,0,0,1,1,1,1,1,2,20,7000,3,1,1,16,2,15,0,1,17,17,0,0
070512ND301,1,5,5,0,0,5,0,0,0,2,2,0,0,2,1,1,1,2,2,6,0,3,2,2,0,3,2,0,1,5,5,0,0
070512ND601,1,8,8,0,0,0,5,0,0,2,2,0,0,2,1,1,1,1,1,12,300,3,2,2,8,2,11,0,1,12,13,0,0
7060107901,4,6,0,6,0,16,0,0,0,0,7,0,3,1,1,1,1,1,2,6,5158,3,2,1,13,1,23,0,0,24,24,0,0
7060107902,3,14,14,0,0,8,0,0,0,0,32,0,3,1,1,1,1,1,1,17,4550,3,2,2,10,0,38,0,0,35,38,0,0
7060107903,4,3,3,0,0,14,0,0,0,0,24,0,3,3,1,1,1,1,2,17,8000,3,2,1,0,0,22,0,0,22,22,0,0
7060107904,4,16,16,0,0,9,0,0,0,0,24,0,3,1,1,1,1,2,2,27,0,3,2,1,0,0,37,0,0,33,37,486,22
7070109702,3,7,7,0,0,4,0,0,0,6,3,0,3,1,1,1,1,1,1,15,3066,3,2,1,10,6,23,0,0,29,29,0,0
7070109703,3,13,13,0,0,25,5,0,0,6,0,0,3,1,1,1,1,1,1,28,1725,3,1,1,6,38,11,0,0,44,49,0,0
7070109801,3,16,16,0,0,15,0,0,0,0,19,0,3,1,1,1,1,1,1,36,9456,3,1,1,2,1,59,0,0,56,60,72,17
7070109802,3,23,23,0,0,8,0,0,0,8,17,0,3,1,1,1,1,1,1,26,5166,3,2,1,10,19,42,0,0,56,61,0,0
7070109901,3,26,21,3,2,20,0,0,0,0,19,0,3,2,1,1,1,2,2,35,0,3,2,2,0,0,54,0,0,53,54,0,0
7070109902,3,19,0,11,8,20,0,0,0,12,0,0,3,1,1,1,1,1,1,16,12000,3,1,1,10,42,1,0,0,42,43,0,0
7070110001,4,8,8,0,0,16,0,0,0,3,3,0,3,3,1,1,1,1,1,12,12200,3,1,1,0,5,17,0,0,21,22,0,0
7070110002,3,20,20,0,0,18,0,0,0,17,17,0,3,1,1,1,1,1,1,37,4805,3,1,1,0,17,22,0,0,37,39,690,2
7070110003,3,13,13,0,0,0,15,0,0,3,3,0,3,1,1,1,1,1,1,31,27066,3,2,1,1,14,21,0,0,33,35,155,31
7070110101,3,20,13,7,0,9,11,0,0,16,16,0,3,3,1,1,1,1,1,21,7287,3,2,1,11,0,43,0,0,43,43,0,0
7070110201,3,17,4,6,7,0,7,5,0,0,6,0,3,3,1,1,1,1,2,12,5722,3,2,1,12,0,37,0,0,37,37,0,0
7070110202,3,12,4,0,8,0,0,6,0,3,9,0,3,2,1,1,1,1,2,10,7701,3,2,2,0,26,1,0,0,27,27,397,18
7070110301,3,20,15,3,2,0,0,0,0,14,18,0,3,1,1,1,1,1,1,43,13765,3,1,1,6,3,65,0,0,66,68,62,2
7070110302,3,11,0,11,0,0,0,0,0,42,0,0,3,1,1,1,1,1,1,16,15880,3,1,1,14,40,0,0,0,40,40,36,33
7070110303,3,11,11,0,0,11,0,0,0,12,7,0,3,1,1,1,2,1,1,11,4506,3,1,1,10,11,21,0,0,24,32,741,25
7060107906,4,3,3,0,0,13,0,0,0,5,0,0,3,1,1,1,1,1,2,5,0,4,1,2,12,10,0,0,0,10,10,135,9
7060107907,4,22,22,0,0,6,0,0,0,10,2,0,3,1,1,1,1,1,2,2,9369,3,1,1,0,50,0,0,0,48,50,86,12
7060107908,3,19,19,0,0,14,0,0,0,24,0,0,3,1,1,1,1,1,2,20,12486,3,1,2,2,28,2,0,0,30,30,0,0
7060108001,3,5,4,1,0,16,0,0,0,0,12,0,3,1,1,1,1,1,2,21,2352,3,2,1,13,0,24,0,0,24,24,0,0
7060108101,4,11,11,0,0,45,0,0,0,1,13,0,3,1,1,1,1,1,1,22,2017,3,2,1,0,1,11,0,0,11,12,0,0
7060108102,3,16,12,0,4,34,0,0,0,3,8,0,3,3,1,1,1,1,1,36,22030,3,1,1,12,1,32,0,0,28,33,10,1
7060108103,3,17,17,0,0,0,0,0,0,4,5,0,3,3,1,1,1,1,1,17,10313,3,2,1,0,0,28,0,0,26,28,0,0
7060108104,3,4,3,1,0,39,1,0,0,3,8,0,3,1,1,1,1,1,2,6,7490,3,1,1,15,24,0,0,0,24,24,0,0
7060108105,3,8,8,0,0,38,0,0,0,4,5,0,3,1,1,1,1,1,1,9,9018,3,1,2,0,13,0,0,0,13,13,520,10
7060108106,3,18,18,0,0,20,0,0,0,7,2,0,3,2,1,1,1,2,2,24,0,3,2,1,0,39,2,0,0,35,41,0,0
7060108201,4,5,5,0,0,3,0,0,0,6,0,0,3,1,1,1,1,1,2,10,2809,3,2,2,10,7,2,0,0,9,9,157,9
7060108301,4,6,0,3,3,4,4,0,0,0,7,0,3,1,1,1,1,1,2,6,4229,3,2,1,13,1,9,0,0,10,10,6,2
7060108401,3,15,0,15,0,26,0,0,0,3,11,0,3,3,1,1,1,1,1,34,3200,3,1,1,0,0,50,0,0,46,50,0,0
7060108601,3,7,7,0,0,8,0,0,0,0,15,0,3,1,1,1,1,1,2,7,1644,3,2,2,11,1,8,0,0,9,9,0,0
7060108602,2,6,6,0,0,8,0,0,0,0,5,0,3,1,1,1,1,1,2,6,8467,3,2,2,10,1,16,0,0,17,17,82,14
7060108603,4,3,3,0,0,30,0,0,0,0,16,0,3,1,1,1,1,1,2,5,3900,4,1,2,0,2,6,0,0,8,8,0,0
7060108604,3,11,11,0,0,0,4,7,0,0,8,0,3,1,1,1,1,1,2,11,10605,4,2,1,1,1,34,0,0,31,35,205,17
7060108701,4,11,11,0,0,10,0,0,0,1,6,0,3,2,1,1,1,1,2,17,5300,3,1,1,0,0,28,0,0,27,28,260,13
7060108702,4,11,10,1,0,7,0,0,0,0,8,0,3,3,1,1,1,1,2,17,3394,3,1,2,0,1,27,0,0,28,28,0,0
7060309501,1,32,32,0,0,0,0,0,0,22,34,0,0,1,1,1,1,1,1,32,14450,3,1,2,55,7,61,0,2,66,68,411,68
7060408210,3,9,0,9,0,1,1,0,0,2,4,0,3,3,1,1,1,1,2,17,1164,3,1,2,5,2,7,0,1,9,9,0,0
7060408301,4,5,0,5,0,2,0,0,0,1,1,0,3,2,1,1,1,1,2,6,340,3,1,2,4,1,3,0,1,3,4,0,0
7060408302,3,5,0,5,0,2,0,0,0,1,1,0,3,2,2,1,1,2,2,8,0,4,2,2,0,0,5,0,1,3,5,0,0
7060408303,4,2,2,0,0,0,4,1,0,2,3,0,3,3,1,1,1,1,2,9,4013,3,1,1,0,0,4,0,1,4,4,0,0
7060408304,3,6,4,0,2,7,0,0,0,4,0,0,3,2,1,1,1,1,2,9,1500,4,1,1,6,2,4,0,1,5,6,0,0
7060408305,2,4,4,0,0,3,0,0,0,1,1,0,3,2,1,1,1,1,2,3,2000,3,1,2,0,0,2,0,1,2,2,0,0
7060408306,3,9,9,0,0,3,0,0,0,2,0,0,3,2,1,1,5,1,2,6,800,3,1,2,5,2,1,0,1,2,3,0,0
7070111301,3,20,15,5,0,8,0,0,0,0,28,0,3,1,1,1,1,1,1,31,4779,3,1,1,20,0,66,0,0,66,66,6,1
7070111302,4,14,14,0,0,25,0,0,0,0,41,0,3,2,1,1,1,2,2,52,0,3,2,2,0,1,40,0,0,40,41,10,2
7070111303,4,15,15,0,0,8,0,0,0,4,5,0,3,1,1,1,1,1,1,31,7590,3,2,1,6,35,2,0,0,37,37,144,31
7070111304,3,11,11,0,0,12,0,0,0,6,12,0,3,3,1,1,1,1,1,22,7316,3,2,1,0,1,47,0,0,47,48,53,7
7070111305,3,10,6,4,0,18,0,0,0,8,0,0,3,3,1,1,1,1,2,16,2647,3,2,1,0,17,2,0,0,19,19,0,0
7070111401,3,27,27,0,0,13,0,0,0,0,42,0,3,1,1,1,1,1,1,26,7936,3,1,1,11,0,75,0,0,70,75,9,1
7060408307,4,5,0,5,0,8,0,0,0,0,3,0,3,2,1,1,1,2,2,12,0,3,1,2,6,0,5,0,1,5,5,0,0
7060408308,3,9,9,0,0,5,0,0,0,1,6,0,3,2,1,1,1,1,2,10,1527,3,1,2,7,0,8,0,1,8,8,0,0
7060408309,2,3,0,3,0,6,0,0,0,0,1,0,3,2,1,1,1,1,2,5,164,3,1,2,3,0,2,0,1,1,2,0,0
7060408310,3,5,0,5,0,9,0,0,0,2,0,0,3,1,1,1,1,2,2,10,0,3,2,2,6,1,3,0,1,3,4,0,0
7060408311,3,5,5,0,0,0,0,4,0,2,0,0,3,2,1,1,1,1,2,11,1000,3,1,2,5,2,2,0,1,4,4,0,0
7060408312,3,8,0,0,8,1,0,0,0,2,2,0,3,2,2,1,1,1,2,7,1000,3,1,2,7,0,5,0,1,4,5,0,0
7060408401,3,10,10,0,0,6,0,0,0,8,0,0,3,3,1,1,1,1,2,10,1000,3,1,2,7,8,4,0,1,12,12,0,0
7060408402,3,10,10,0,0,8,0,0,0,0,12,0,3,1,1,1,1,1,2,13,1525,3,2,2,7,0,12,0,1,11,12,0,0
7060408601,3,3,3,0,0,4,0,0,0,2,2,0,3,2,1,1,1,1,2,14,3773,3,1,2,3,1,2,0,1,2,3,0,0
7060408203,3,4,4,0,0,1,3,0,0,1,1,0,3,2,1,1,1,1,2,3,2000,3,1,2,3,1,2,0,1,3,3,20,2
7060408204,3,11,9,2,0,2,1,0,0,6,8,0,3,2,2,1,1,1,2,15,850,3,1,1,5,0,10,0,1,10,10,0,0
7060408205,3,5,5,0,0,1,0,0,0,6,3,0,3,3,1,1,1,1,2,11,839,3,1,1,5,1,1,0,0,1,2,0,0
7060408206,3,5,5,0,0,10,0,0,0,6,6,0,3,3,1,1,1,1,2,100,2142,3,1,1,8,2,3,0,1,5,5,0,0
7060408207,2,5,0,4,1,0,5,1,0,1,1,0,3,2,1,1,3,2,2,8,0,3,1,2,0,2,1,0,1,3,3,0,0
7060408208,3,4,0,2,2,0,6,0,0,1,1,0,3,2,1,1,1,1,2,4,150,3,1,2,0,1,2,0,1,3,3,0,0
7060408209,3,5,5,0,0,6,0,0,0,3,3,0,3,1,1,1,1,1,1,12,1380,3,1,1,1,2,2,0,1,4,4,0,0
7060408704,3,3,0,2,1,0,0,0,0,1,1,0,3,2,2,1,1,1,2,6,497,3,1,2,0,1,4,0,1,4,5,0,0
7070112301,3,23,11,12,0,7,0,0,0,10,18,0,3,3,1,1,1,1,1,41,7662,3,2,1,20,0,71,0,0,70,71,0,0
7070112302,4,10,10,0,0,6,0,0,0,6,3,0,3,3,1,1,1,1,1,10,2324,3,1,1,0,7,29,0,0,36,36,0,0
7070112303,3,13,13,0,0,7,0,0,0,4,4,0,3,3,1,1,1,1,1,10,2455,4,2,1,11,10,24,0,0,34,34,0,0
7070112304,3,21,21,0,0,0,0,0,0,10,18,0,3,1,1,1,1,1,1,38,7646,3,2,2,3,57,1,0,0,57,58,1480,48
7070112305,3,9,6,0,3,0,0,0,0,4,0,0,3,1,1,1,1,1,2,25,7482,3,1,1,10,37,4,0,0,41,41,296,37
7070112306,3,20,10,10,0,10,0,0,0,42,0,0,3,3,1,1,1,1,1,47,5743,3,2,1,0,63,8,0,0,63,71,0,0
7070112401,4,31,31,0,0,10,0,0,0,20,0,0,3,1,1,1,1,1,1,65,7250,3,1,1,20,73,5,0,0,78,78,80,11
7070112402,3,13,13,0,0,11,0,0,0,0,4,0,3,2,1,1,1,1,1,2,2600,4,2,1,0,1,33,0,0,34,34,0,0
7070112403,4,36,18,24,18,16,0,0,0,0,13,0,3,1,1,1,1,1,1,45,6243,3,1,1,1,0,78,0,0,77,78,40,2
7070112404,4,12,12,0,0,10,0,0,0,3,0,0,3,2,1,1,1,1,1,12,464,4,1,1,0,36,0,0,0,35,36,100,4
7070112405,4,8,6,2,0,0,0,0,0,0,3,0,3,2,1,1,1,2,1,0,0,3,2,1,0,0,43,0,0,43,43,0,0
7070112501,4,13,13,0,0,9,0,0,0,4,4,0,3,1,1,1,1,1,1,31,685,4,1,1,3,2,31,0,0,33,33,106,10
7070112502,4,13,13,0,0,5,0,0,0,3,3,0,3,3,1,1,1,1,2,15,1215,3,2,1,12,33,10,0,0,43,43,0,0
7070112503,4,18,18,0,0,19,0,0,0,3,0,0,3,1,1,1,1,1,2,41,2148,4,1,1,0,77,0,0,0,77,77,0,0
7070112504,4,25,22,0,3,13,0,0,0,0,6,0,3,2,1,1,1,2,2,22,0,3,2,2,0,1,110,0,0,109,111,16,2
7070112505,3,13,13,0,0,0,0,0,0,4,4,0,3,2,1,1,1,1,1,0,145,4,2,1,0,15,1,0,0,16,16,45,9
7070112701,3,14,14,0,0,8,0,0,0,6,6,0,3,1,1,1,1,1,1,33,1919,3,1,1,12,17,49,0,0,66,66,0,0
7060408705,3,6,0,6,0,6,0,0,0,2,0,0,3,2,1,1,1,2,2,5,0,3,1,2,1,2,1,0,1,2,3,0,0
7060408706,3,5,0,5,0,0,2,0,0,2,0,0,3,2,1,1,1,1,2,5,1322,3,1,2,5,2,1,0,0,3,3,0,0
7060408707,2,5,0,5,0,0,2,0,0,1,1,0,3,3,1,1,8,2,2,7,809,3,1,1,4,2,2,0,0,3,4,0,0
7060408708,3,11,11,0,0,2,0,0,0,6,0,0,3,1,1,1,1,1,1,13,2754,3,1,1,7,4,1,0,1,3,5,0,0
7060408709,3,10,0,10,0,5,0,0,0,6,5,0,3,1,1,1,1,1,1,16,880,3,1,1,7,0,10,0,1,9,10,30,4
7060408808,3,5,0,5,0,0,0,0,0,2,0,0,3,2,1,1,1,1,1,5,1025,3,1,2,6,1,1,0,1,0,2,0,0
7060408809,3,5,5,0,0,0,0,0,0,0,2,0,3,2,1,1,1,1,2,5,1266,3,1,2,6,0,4,0,1,2,4,0,0
7060408902,3,5,5,0,0,7,0,0,0,3,1,0,3,1,1,1,1,1,2,7,343,3,1,1,4,0,4,0,1,4,4,0,0
7060408903,4,3,1,2,0,2,0,0,0,2,0,0,3,1,1,1,5,1,2,6,0,3,1,2,4,3,1,0,1,2,4,0,0
7060408904,3,3,1,2,0,1,0,0,0,0,2,0,3,1,1,1,1,2,2,8,0,3,1,2,4,1,3,0,1,4,4,0,0
7060408905,3,5,0,5,0,0,0,0,0,5,2,0,3,2,1,1,1,1,1,14,410,3,1,1,6,0,5,0,1,5,5,0,0
7060408906,3,5,5,0,0,19,0,0,0,5,0,0,3,1,1,1,1,1,1,12,2515,3,1,1,8,2,2,0,1,4,4,0,0
7060408907,3,5,5,0,0,18,0,0,0,5,5,0,3,1,1,1,1,1,1,9,6043,3,1,2,8,2,4,0,1,6,6,0,0
7060408908,3,5,0,5,0,0,0,0,0,5,0,0,3,2,1,1,1,1,1,15,2156,3,2,2,0,2,1,0,0,1,3,0,0
7060408909,3,5,0,5,0,0,0,0,0,1,5,0,3,1,1,1,1,1,1,15,737,3,1,1,8,0,4,0,1,4,4,0,0
7060409001,3,5,0,5,0,0,0,0,0,2,2,0,3,2,1,1,1,1,1,6,250,3,1,2,5,2,3,0,1,4,5,0,0
7060409002,3,5,0,5,0,2,3,0,0,1,2,0,3,2,1,1,1,1,2,8,2215,3,2,2,5,3,2,0,1,4,5,0,0
7060409103,3,7,7,0,0,18,0,0,0,3,3,0,3,2,1,1,1,1,2,28,737,3,2,2,5,0,8,0,1,8,8,0,0
7070209901,1,8,8,0,0,10,0,0,0,2,2,0,3,2,1,1,1,1,1,12,4790,3,2,2,10,0,3,0,0,3,3,0,0
7070210001,2,10,10,0,0,11,0,0,0,44,16,0,3,2,1,1,1,1,1,24,3514,3,1,1,17,11,18,0,0,28,29,1460,29
7070210301,1,6,6,0,0,10,0,0,0,5,3,0,3,2,1,1,1,2,2,6,0,3,2,2,0,4,12,0,0,16,16,580,16
7070210601,1,3,3,0,0,4,0,0,0,16,0,0,3,2,1,1,1,1,2,3,9000,3,1,2,10,8,1,0,0,9,9,0,0
