SCHCD,Rural_Urban,Medium_of_Instruction,Distance_BRC,Distance_CRC,Yeur_Estd,Pre_Pry_YN,Residential_Sch_YN,Sch_Management,Lowest_Class,Highest_Class,Sch_Category,Pre_Pry_Students,School_Type,Shift_School_YN,No_of_Working_Days,No_of_Acad_Inspection,Residential_Sch_Type,Pre_Pry_Teachers,Visits_by_BRC,Visits_by_CRC,School_Dev_Grant_Recd,School_Dev_Grant_Expnd,TLM_Grant_Recd,TLM_Grant_Expnd,Funds_from_students_Recd,Funds_from_students_Expnd
7010201301,2,4,10,1,1981,2,2,4,1,12,3,0,1,2,0,0,2,0,0,5,0,0,7000,7000,0,0
7010201302,2,4,6,1,1961,2,2,4,1,12,3,0,2,2,0,0,2,0,0,5,0,0,19500,19500,0,0
7010201701,2,4,1,0,1927,2,2,4,6,12,5,0,1,2,0,0,2,0,0,5,7000,1700,3000,3000,0,0
7010201801,2,4,3,3,1971,2,2,4,6,12,5,0,1,2,0,0,2,0,0,5,7000,7000,6500,6500,0,0
7010202601,1,4,4,4,1918,2,2,4,6,12,5,0,1,2,0,0,2,0,0,5,7000,7000,4000,4000,0,0
7010202801,2,4,20,4,1993,2,2,4,6,12,5,0,3,2,0,0,2,0,0,5,7000,7000,2000,2000,0,0
7010202902,2,4,14,12,1945,2,2,4,6,12,5,0,3,2,0,0,2,0,0,5,7000,7000,2500,2500,0,0
7010204001,2,4,1,1,1970,2,2,4,1,12,3,0,3,2,0,0,2,0,0,5,0,0,20500,20500,0,0
7010206701,2,4,5,2,1983,2,2,4,6,12,5,0,2,2,0,0,2,0,0,5,7000,7000,8000,8000,0,0
7010300101,2,19,20,3,1987,1,2,5,0,12,3,127,3,2,0,0,2,5,0,5,0,0,0,0,0,0
7010300102,2,19,2,2,2006,1,2,5,0,12,3,60,3,2,0,0,2,3,0,5,0,0,0,0,0,0
7010300103,2,19,20,2,1992,1,2,5,0,12,3,80,3,2,0,0,2,2,0,5,0,0,0,0,0,0
7010300104,2,4,20,1,1993,1,2,5,0,8,2,65,3,2,0,0,5,2,0,5,0,0,0,0,0,0
7010300105,2,19,2,2,1966,2,2,5,0,12,3,75,3,2,0,0,2,6,0,5,0,0,0,0,0,0
7010300201,2,19,15,2,1980,2,2,5,0,10,6,48,3,2,0,0,2,3,0,5,0,0,0,0,0,0
7010300202,2,19,20,1,2002,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010300203,2,19,20,10,1992,2,2,5,1,12,3,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010300204,2,4,0,3,2009,2,2,5,0,10,6,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010300302,2,4,10,3,1952,2,2,5,1,10,6,0,3,2,0,0,2,0,0,5,0,0,4500,4500,0,0
7010300303,2,19,10,10,1990,2,2,5,1,10,6,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010300304,1,4,13,1,2004,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010300305,2,4,16,1,1998,1,2,5,0,8,2,5,3,2,0,0,5,1,0,5,0,0,0,0,0,0
7010300306,2,19,10,10,1992,2,2,5,1,12,3,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010300307,2,19,0,0,1995,1,2,5,0,10,6,65,3,2,0,0,2,4,0,5,0,0,0,0,0,0
7010300308,2,19,19,4,1988,1,2,5,0,10,6,38,3,2,0,0,2,1,0,5,0,0,0,0,0,0
7010300309,2,19,14,14,1989,1,2,5,0,12,3,60,3,2,0,0,2,2,0,5,0,0,0,0,0,0
7010300310,2,19,12,4,1996,2,2,5,1,10,6,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010300311,1,19,6,6,1999,1,2,5,0,8,2,98,3,2,0,0,5,2,0,5,0,0,0,0,0,0
7010300312,2,19,15,10,2004,1,2,5,0,10,6,30,3,2,0,0,2,1,0,5,0,0,0,0,0,0
7010300313,2,19,0,0,2007,2,2,5,0,10,6,120,3,2,0,0,2,4,0,5,0,0,0,0,0,0
7010300314,2,19,8,8,2005,1,2,5,0,10,6,38,3,2,0,0,2,2,0,5,0,0,0,0,0,0
7010300401,1,19,25,5,1995,1,2,5,0,10,6,134,3,2,0,0,2,4,0,5,0,0,0,0,0,0
7010300402,2,19,12,5,2005,1,2,5,0,12,3,149,3,2,0,0,2,5,0,5,0,0,0,0,0,0
7010300403,1,19,22,2,2001,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010300404,2,19,0,5,1994,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010300405,2,19,19,4,1997,2,2,5,0,8,2,52,3,2,0,0,5,2,0,5,0,0,0,0,0,0
7010300406,2,4,20,1,1993,1,2,5,0,10,6,135,3,2,0,0,2,4,0,5,0,0,0,0,0,0
7010300407,2,19,20,4,1994,1,2,5,0,8,2,84,3,2,0,0,5,2,0,5,0,0,0,0,0,0
7010300501,2,4,5,1,1987,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010301101,2,19,10,1,1976,1,2,5,0,12,3,120,3,2,0,0,2,3,0,5,0,0,0,0,0,0
7010301201,2,4,6,2,1991,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010301202,2,19,8,2,1983,1,2,5,0,12,3,86,3,2,0,0,2,3,0,5,0,0,0,0,0,0
7010301203,2,19,6,1,1989,1,2,5,0,10,6,28,3,2,0,0,2,1,0,5,0,0,0,0,0,0
7010301301,2,19,2,1,1958,1,2,5,0,12,3,243,3,2,0,0,2,5,0,5,0,0,0,0,0,0
7010301401,2,4,7,1,1983,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010301402,2,19,6,6,1971,2,2,5,1,12,3,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010301403,2,19,6,1,1965,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010301404,2,19,0,0,1978,2,2,5,1,12,3,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010301405,2,19,2,3,1982,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010301501,2,19,0,0,1983,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010301701,2,19,2,2,1992,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010301702,2,19,0,0,1996,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010301703,2,4,4,1,1991,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010301704,2,4,3,3,1993,2,2,5,1,10,6,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010301801,2,19,6,5,2004,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010301802,2,19,13,13,1988,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010301803,2,19,0,6,1987,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010301804,2,4,7,5,1994,2,2,5,1,12,3,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010301805,2,19,6,2,1999,2,2,5,1,10,6,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010301806,2,19,4,4,1974,2,2,5,1,10,6,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010301807,2,4,10,12,1996,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010301808,2,19,4,4,1998,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010302101,2,19,5,5,1986,1,2,5,0,12,3,291,3,2,0,0,2,7,0,5,0,0,0,0,0,0
7010302102,2,19,0,0,1988,1,2,5,0,12,3,105,3,2,0,0,2,4,0,5,0,0,0,0,0,0
7010302103,2,19,4,4,1984,1,2,5,0,12,3,180,3,2,0,0,2,14,0,5,0,0,0,0,0,0
7010302104,2,19,2,3,1986,1,2,5,0,12,3,221,3,2,0,0,2,6,0,5,0,0,0,0,0,0
7010302105,2,19,0,1,2001,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010302106,2,19,6,6,1987,1,2,5,0,12,3,73,3,2,0,0,2,2,0,5,0,0,0,0,0,0
7010302107,2,19,0,3,2003,1,2,5,0,12,3,340,3,2,0,0,2,13,0,5,0,0,0,0,0,0
7010302108,2,19,3,3,2000,2,2,5,0,12,3,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010302109,2,19,5,1,2002,2,2,5,1,12,3,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010302110,2,19,5,1,1992,2,2,5,6,12,5,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010302111,2,19,3,3,1997,1,2,5,0,12,3,69,3,2,0,0,2,4,0,5,0,0,0,0,0,0
7010302112,2,19,12,12,1975,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010302113,2,19,1,3,2005,1,2,5,0,12,3,155,3,2,0,0,2,2,0,5,0,0,0,0,0,0
7010302114,2,19,1,1,2001,1,2,5,0,10,6,9,3,2,0,0,2,1,0,5,0,0,0,0,0,0
7010302201,2,19,16,4,2000,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010302202,2,4,3,1,1988,1,2,5,0,12,3,153,3,2,0,0,2,7,0,5,0,0,0,0,0,0
7010302203,2,19,4,0,1980,1,2,5,0,12,3,64,3,2,0,0,2,4,0,5,0,0,0,0,0,0
7010302204,2,19,5,4,1995,1,2,5,0,12,3,279,3,2,0,0,2,15,0,5,0,0,0,0,0,0
7010302205,2,19,0,1,1990,1,2,5,0,12,3,50,3,2,0,0,2,2,0,5,0,0,0,0,0,0
7010302206,2,19,4,1,1990,2,2,5,0,12,3,56,3,2,0,0,2,2,0,5,0,0,0,0,0,0
7010302207,2,19,0,3,1997,1,2,5,0,12,3,232,3,2,0,0,2,4,0,5,0,0,0,0,0,0
7010302208,2,19,8,5,1999,1,2,5,0,12,3,392,3,2,0,0,2,20,0,5,0,0,0,0,0,0
7010302209,2,19,8,7,2002,2,2,5,1,12,3,0,2,2,0,0,2,0,0,5,0,0,0,0,0,0
7010302302,2,19,0,0,1993,1,2,5,0,8,2,100,3,2,0,0,5,3,0,5,0,0,0,0,0,0
7010302303,2,19,6,4,1989,2,2,5,1,12,3,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010302304,2,19,5,7,2002,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010302305,2,4,11,7,2003,2,2,5,1,12,3,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010302306,2,19,9,7,2003,1,2,5,0,12,3,63,3,2,0,0,2,2,0,5,0,0,0,0,0,0
7010302307,2,19,3,5,1995,1,2,5,0,8,2,120,3,2,0,0,5,3,0,5,0,0,0,0,0,0
7010302308,2,4,8,6,1989,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010302309,2,4,8,8,1988,2,2,5,1,10,6,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010302310,2,19,6,3,1988,2,2,5,1,10,6,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010302311,2,4,5,7,1992,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010302312,2,19,8,8,2004,1,2,5,0,8,2,210,3,2,0,0,5,5,0,5,0,0,0,0,0,0
7010302313,2,19,8,7,2006,2,2,5,1,10,6,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010302401,2,4,5,15,1989,2,2,5,1,10,6,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010302402,2,19,3,4,1987,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010302403,2,19,0,3,1994,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010302501,2,4,10,3,2002,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010302503,2,4,2,4,1994,2,2,5,1,10,6,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010302504,2,19,10,5,1990,2,2,5,1,12,3,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010302505,2,19,4,0,1985,2,2,5,1,12,3,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010302506,2,19,8,6,1992,2,2,5,1,12,3,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010302507,2,19,6,3,1996,2,2,5,1,10,6,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010302508,2,4,2,3,1985,2,2,5,1,10,6,0,3,2,0,0,2,0,0,5,2,0,0,0,0,0
7010302509,2,19,0,0,2003,1,2,5,0,12,3,278,3,2,0,0,2,17,0,5,0,0,0,0,0,0
7010302510,2,19,30,7,2010,1,2,5,0,12,3,180,3,2,0,0,2,12,0,5,0,0,0,0,0,0
7010302511,2,19,5,5,2008,1,2,5,0,10,6,149,3,2,0,0,2,19,0,5,0,0,0,0,0,0
7010302601,2,19,0,0,1991,1,2,5,0,12,3,150,3,2,0,0,2,3,0,5,0,0,0,0,0,0
7010302602,2,19,6,6,1998,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010302603,2,19,7,2,1998,1,2,5,0,10,6,120,3,2,0,0,2,3,0,5,0,0,0,0,0,0
7010302604,2,19,0,0,1996,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010302605,2,19,0,6,1992,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010302606,2,19,8,5,2007,1,2,5,0,12,3,196,3,2,0,0,2,13,0,5,0,0,0,0,0,0
7010302701,2,4,0,1,1995,2,2,5,1,12,3,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010302702,2,4,14,14,1997,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010302703,2,4,10,1,1998,2,2,5,1,10,6,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010302704,2,4,15,1,1994,1,2,5,0,8,2,240,3,2,0,0,5,6,0,5,0,0,0,0,0,0
7010302705,2,19,14,1,1995,1,2,5,0,12,3,240,3,2,0,0,2,6,0,5,0,0,0,0,0,0
7010302706,2,4,8,1,1989,1,2,5,0,12,3,68,3,2,0,0,2,2,0,5,0,0,0,0,0,0
7010302707,1,4,17,13,2004,1,2,5,0,10,6,120,3,2,0,0,2,3,0,5,0,0,0,0,0,0
7010302708,2,19,6,4,1993,2,2,5,1,10,6,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010302709,2,4,15,2,2009,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010302710,2,4,15,2,2005,2,2,5,1,10,6,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010302711,2,19,11,2,2005,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010302712,2,19,12,1,2004,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010302713,2,19,14,2,2010,2,2,5,1,10,6,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010302802,2,4,24,9,1979,1,2,5,0,10,6,70,3,2,0,0,2,2,0,5,0,0,0,0,0,0
7010302804,2,19,7,5,2005,1,2,5,0,12,3,128,3,2,0,0,2,3,0,5,0,0,0,0,0,0
7010302805,2,4,21,5,2004,1,2,5,0,10,6,46,3,2,0,0,2,2,0,5,0,0,0,0,0,0
7010302806,2,4,20,1,2004,1,2,5,0,12,3,112,3,2,0,0,2,6,0,5,0,0,0,0,0,0
7010302807,1,19,25,10,1992,2,2,5,1,12,3,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010302808,2,4,12,5,1999,1,2,5,0,12,3,62,3,2,0,0,2,2,0,5,0,0,0,0,0,0
7010302809,2,19,5,3,1996,1,2,5,0,12,3,130,3,2,0,0,2,3,0,5,0,0,0,0,0,0
7010302810,2,4,20,1,1988,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010302811,2,19,0,8,1995,1,2,5,0,8,2,99,3,2,0,0,5,2,0,5,0,0,0,0,0,0
7010302812,2,19,22,6,2005,2,2,5,1,10,6,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010302901,2,19,0,0,2003,2,2,5,1,12,3,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010302903,2,4,4,4,2000,1,2,5,0,8,2,80,3,2,0,0,5,2,0,5,0,0,0,0,0,0
7010302904,2,19,1,1,1994,1,2,5,0,10,6,95,3,2,0,0,2,2,0,5,0,0,0,0,0,0
7010302905,2,19,5,5,1996,1,2,5,0,10,6,36,3,2,0,0,2,2,0,5,0,0,0,0,0,0
7010302907,2,4,5,3,1997,1,2,5,0,12,3,80,3,2,0,0,2,2,0,5,0,0,0,0,0,0
7010302908,2,19,1,2,1997,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010302909,2,19,0,6,2003,2,2,5,1,12,3,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010302910,2,19,5,2,1999,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010302913,1,4,10,8,1994,2,2,5,1,10,6,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010302914,2,4,20,10,2005,1,2,5,0,12,3,120,3,2,0,0,2,3,0,5,0,0,0,0,0,0
7010303001,2,19,19,4,2003,1,2,5,0,12,3,47,3,2,0,0,2,5,0,5,0,0,0,0,0,0
7010303002,2,19,15,3,1988,2,2,5,1,12,3,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010303003,2,4,17,2,1991,1,2,5,0,12,3,34,3,2,0,0,2,1,0,5,0,0,0,0,0,0
7010303004,2,19,12,2,2000,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010303005,2,4,3,1,1987,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010303006,2,4,4,3,1997,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010303007,2,19,6,4,1995,2,2,5,1,10,6,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010303008,2,19,10,6,1998,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010303009,2,4,4,4,1988,2,2,5,1,10,6,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010303010,2,19,0,1,1995,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010303011,2,19,0,3,1992,2,2,5,1,10,6,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010303012,2,4,3,3,1997,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010303013,2,4,3,0,1990,2,2,5,1,12,3,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010303301,2,19,5,2,1990,1,2,5,0,12,3,70,3,2,0,0,2,2,0,5,0,0,0,0,0,0
7010303302,2,4,6,5,1998,1,2,5,0,10,6,38,3,2,0,0,2,1,0,5,0,0,0,0,0,0
7010303401,2,19,8,6,2001,2,2,5,1,10,6,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010303402,2,19,4,4,1991,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010303403,2,19,2,1,1995,1,2,5,0,12,3,88,3,2,0,0,2,2,0,5,0,0,0,0,0,0
7010303404,2,4,5,4,1998,1,2,5,0,12,3,240,3,2,0,0,2,6,0,5,0,0,0,0,0,0
7010303405,2,4,6,3,1992,2,2,5,1,10,6,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010303501,2,4,3,3,1997,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010303502,2,4,4,4,1990,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010303503,2,19,10,10,1999,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010303601,2,19,4,3,2010,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010303801,2,19,2,1,1989,2,2,5,1,10,6,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010303901,2,19,5,4,1994,2,2,5,1,10,6,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010304001,2,19,5,2,2000,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010304002,2,19,5,5,1986,2,2,5,1,10,6,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010304003,2,4,8,8,1997,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010304501,2,19,3,2,2005,1,2,5,0,8,2,115,3,2,0,0,5,4,0,5,0,0,0,0,0,0
7010304502,2,19,3,2,2001,1,2,5,0,8,2,37,3,2,0,0,5,1,0,5,0,0,0,0,0,0
7010304503,2,19,4,2,1989,1,2,5,0,12,3,389,3,2,0,0,2,12,0,5,0,0,0,0,0,0
7010304504,2,19,5,2,1961,1,2,5,0,12,3,70,3,2,0,0,2,3,0,5,0,0,0,0,0,0
7010304505,2,19,5,1,1985,1,2,5,0,12,3,221,3,2,0,0,2,10,0,5,0,0,0,0,0,0
7010304506,2,19,4,2,1995,1,2,5,0,8,2,76,3,2,0,0,5,3,0,5,0,0,0,0,0,0
7010304507,2,19,4,1,1998,1,2,5,0,12,3,282,3,2,0,0,2,7,0,5,0,0,0,0,0,0
7010304508,2,19,3,1,1971,1,2,5,0,12,3,17,3,2,0,0,2,1,0,5,0,0,0,0,0,0
7010304509,2,19,4,1,1991,1,2,5,0,12,3,424,3,2,0,0,2,18,0,5,0,0,0,0,0,0
7010304901,2,19,1,5,1992,2,2,5,1,12,3,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010304902,2,19,0,3,1992,1,2,5,0,12,3,39,3,2,0,0,2,2,0,5,0,0,0,0,0,0
7010304903,2,19,4,1,1993,2,2,5,0,10,6,41,3,2,0,0,2,1,0,5,0,0,0,0,0,0
7010304904,2,4,5,2,1988,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010304905,2,19,3,3,2002,1,2,5,0,12,3,21,3,2,0,0,2,4,0,5,0,0,0,0,0,0
7010305001,2,19,2,2,1992,1,2,5,0,12,3,266,3,2,0,0,2,9,0,5,0,0,0,0,0,0
7010305002,2,19,0,3,1991,1,2,5,0,12,3,174,3,2,0,0,2,8,0,5,0,0,0,0,0,0
7010305003,2,19,3,3,2007,1,2,5,0,8,2,219,3,2,0,0,5,27,0,5,0,0,0,0,0,0
7010305101,2,19,3,2,2002,1,2,5,0,12,3,147,3,2,0,0,2,4,0,5,0,0,0,0,0,0
7010305102,2,19,2,3,1988,1,2,5,0,12,3,345,3,2,0,0,2,9,0,5,0,0,0,0,0,0
7010305103,2,19,3,2,2009,2,2,5,0,12,3,47,3,2,0,0,2,3,0,5,0,0,0,0,0,0
7010305201,2,19,5,2,1989,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010305202,2,4,4,1,1989,2,2,5,1,10,6,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010305301,2,19,1,1,1986,1,2,5,0,12,3,270,3,2,0,0,2,10,0,5,0,0,0,0,0,0
7010305302,2,19,2,2,1979,1,2,5,0,12,3,65,3,2,0,0,2,2,0,5,0,0,0,0,0,0
7010305303,2,19,2,1,1989,1,2,5,0,10,6,25,3,2,0,0,2,2,0,5,0,0,0,0,0,0
7010305304,2,19,3,3,1983,1,2,5,0,12,3,48,3,2,0,0,2,2,0,5,0,0,0,0,0,0
7010305305,2,4,2,2,1994,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010305401,2,19,3,3,1999,1,2,5,0,12,3,248,3,2,0,0,2,3,0,5,0,0,0,0,0,0
7010305402,2,19,1,2,2003,1,2,5,0,12,3,51,3,2,0,0,2,2,0,5,0,0,0,0,0,0
7010305404,2,19,2,2,1988,1,2,5,0,12,3,184,3,2,0,0,2,4,0,5,0,0,0,0,0,0
7010305405,2,19,3,3,1981,1,2,5,0,12,3,629,3,2,0,0,2,16,0,5,0,0,0,0,0,0
7010305406,2,19,3,1,1986,1,2,5,0,12,3,149,3,2,0,0,2,6,0,5,0,0,0,0,0,0
7010305407,2,19,0,0,1970,1,2,5,0,12,3,332,3,2,0,0,2,8,0,5,0,0,0,0,0,0
7010305408,2,19,0,2,1993,1,2,5,0,12,3,68,3,2,0,0,2,6,0,5,0,0,0,0,0,0
7010305409,2,19,4,4,2001,1,2,5,0,12,3,57,3,2,0,0,2,4,0,5,0,0,0,0,0,0
7010305410,2,19,3,3,1979,1,2,5,0,12,3,122,3,2,0,0,2,6,0,5,0,0,0,0,0,0
7010305411,2,19,0,2,1993,1,2,5,0,8,2,14,3,2,0,0,5,1,0,5,0,0,0,0,0,0
7010305412,2,19,2,2,1995,1,2,5,0,8,2,13,3,2,0,0,5,1,0,5,0,0,0,0,0,0
7010305413,2,19,2,2,1985,1,2,5,0,12,3,155,3,2,0,0,2,9,0,5,0,0,0,0,0,0
7010305415,2,19,2,2,1968,2,2,5,1,12,3,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010305501,2,19,2,2,1979,1,2,5,0,12,3,48,3,2,0,0,2,2,0,5,0,0,0,0,0,0
7010305502,2,19,2,2,1959,2,2,5,0,12,3,300,3,2,0,0,2,10,0,5,0,0,0,0,0,0
7010305503,2,19,2,2,1989,1,2,5,0,10,6,32,3,2,0,0,2,1,0,5,0,0,0,0,0,0
7010305504,2,19,0,1,1990,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010305505,2,19,0,0,1988,2,2,5,1,12,3,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010305601,2,19,1,1,1987,1,2,5,0,12,3,336,3,2,0,0,2,8,0,5,0,0,0,0,0,0
7010305602,2,19,1,1,1993,1,2,5,0,8,2,52,3,2,0,0,5,2,0,5,0,0,0,0,0,0
7010305603,2,19,1,1,1971,1,2,5,0,12,3,153,3,2,0,0,2,6,0,5,0,0,0,0,0,0
7010305604,2,19,1,1,1979,1,2,5,0,12,3,290,3,2,0,0,2,8,0,5,0,0,0,0,0,0
7010305605,2,19,8,4,1990,1,2,5,0,12,3,55,3,2,0,0,2,2,0,5,0,0,0,0,0,0
7010305606,2,4,0,0,1985,1,2,5,0,12,3,45,3,2,0,0,2,3,0,5,0,0,0,0,0,0
7010305607,2,19,0,1,1981,1,2,5,0,12,3,604,3,2,0,0,2,19,0,5,0,0,0,0,0,0
7010305901,2,19,5,2,1979,2,2,5,6,8,4,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010305902,2,19,5,3,1986,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010305903,2,19,5,2,1993,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010305904,2,19,4,2,1984,2,2,5,1,8,2,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7010306001,2,19,4,3,1984,1,2,5,0,12,3,777,3,2,0,0,2,51,0,5,0,0,0,0,0,0
7010306002,2,19,5,2,1989,1,2,5,0,10,6,61,3,2,0,0,2,2,0,5,0,0,0,0,0,0
