SCHCD,Rural_Urban,Medium_of_Instruction,Distance_BRC,Distance_CRC,Yeur_Estd,Pre_Pry_YN,Residential_Sch_YN,Sch_Management,Lowest_Class,Highest_Class,Sch_Category,Pre_Pry_Students,School_Type,Shift_School_YN,No_of_Working_Days,No_of_Acad_Inspection,Residential_Sch_Type,Pre_Pry_Teachers,Visits_by_BRC,Visits_by_CRC,School_Dev_Grant_Recd,School_Dev_Grant_Expnd,TLM_Grant_Recd,TLM_Grant_Expnd,Funds_from_students_Recd,Funds_from_students_Expnd
7010405001,2,4,3,3,1992,1,2,3,0,5,1,34,3,2,0,0,2,1,0,5,5000,5000,5500,5500,0,0
7010405002,2,4,2,3,1994,1,2,3,0,5,1,62,3,2,0,0,2,1,0,5,5000,5000,7000,7000,0,0
7010405101,2,4,3,3,1988,1,2,3,0,5,1,33,3,2,0,0,2,1,0,5,5000,5000,5000,5000,0,0
7010405201,2,4,2,4,1962,1,2,3,0,5,1,67,3,2,0,0,2,2,0,5,5000,5000,7000,7000,0,0
7010405202,2,4,2,1,1952,1,2,3,0,5,1,57,3,2,0,0,2,2,0,5,5000,5000,8500,8500,0,0
7010405203,2,4,3,1,1988,1,2,3,0,5,1,53,3,2,0,0,2,2,0,5,5000,5000,5500,5500,0,0
7010405204,2,4,2,2,1988,1,2,3,0,5,1,53,3,2,0,0,2,2,0,5,5000,5000,6000,6000,0,0
7010405301,2,4,3,2,1985,1,2,3,0,5,1,92,3,2,0,0,2,3,0,5,5000,5000,7000,7000,0,0
7010405302,2,4,3,1,1984,1,2,3,0,5,1,90,3,2,0,0,2,3,0,5,5000,5000,9000,9000,0,0
7010405303,2,4,1,0,1979,1,2,3,0,5,1,50,3,2,0,0,2,2,0,5,5000,5000,8500,8500,0,0
7010405401,2,4,1,2,1948,2,2,3,1,5,1,0,1,2,0,0,2,0,0,5,5000,5000,8500,8500,0,0
7010405402,2,4,4,3,1949,1,2,3,0,5,1,145,2,2,0,0,2,4,0,5,5000,5000,13500,13500,0,0
7010405403,2,4,1,1,1986,1,2,3,0,5,1,22,3,2,0,0,2,1,0,5,5000,5000,5000,5000,0,0
7010405404,2,4,0,1,1986,1,2,3,0,5,1,33,3,2,0,0,2,1,0,5,5000,5000,3500,3500,0,0
7010405405,2,4,1,1,1983,1,2,3,0,5,1,26,3,2,0,0,2,1,0,5,5000,5000,2500,2500,0,0
7010405406,2,4,0,2,1987,1,2,3,0,5,1,41,3,2,0,0,2,1,0,5,5000,5000,3500,3500,0,0
7010405407,2,4,1,1,1986,1,2,3,0,5,1,22,3,2,0,0,2,1,0,5,7500,7500,2500,2500,0,0
7010405501,2,4,2,3,1959,2,2,3,1,5,1,0,1,2,0,0,2,0,0,5,7500,7500,5500,4000,0,0
7010405502,2,4,3,2,1959,1,2,3,0,5,1,101,2,2,0,0,2,2,0,5,5000,5000,7500,7500,0,0
7010405503,2,4,4,3,2001,2,2,3,1,5,1,0,3,2,0,0,2,0,0,5,5000,5000,11500,11500,0,0
7010405504,2,4,0,3,1962,1,2,3,0,5,1,60,3,2,0,0,2,2,0,5,5000,5000,11500,11500,0,0
7010405505,2,4,2,3,1980,2,2,3,1,5,1,0,3,2,0,0,2,0,0,5,7500,7500,13000,13000,0,0
7010405506,2,4,2,3,1986,1,2,3,0,5,1,15,3,2,0,0,2,0,0,5,5000,5000,2000,2000,0,0
7010405507,2,4,2,2,1984,1,2,3,0,5,1,60,3,2,0,0,2,2,0,5,7500,7500,6500,5500,0,0
7010405601,2,4,1,0,1983,2,2,3,0,5,1,28,1,2,0,0,2,1,0,5,5000,5000,5500,5500,0,0
7010405602,2,4,1,1,1978,1,2,3,0,5,1,66,3,2,0,0,2,2,0,5,7500,7500,8000,8000,0,0
7010405603,2,4,1,1,1983,2,2,3,0,5,1,38,3,2,0,0,2,1,0,5,5000,5000,3000,3000,0,0
7010405604,2,4,0,1,1983,1,2,3,0,5,1,42,3,2,0,0,2,1,0,5,5000,5000,6000,6000,0,0
7010405605,2,19,2,2,1993,1,2,3,0,5,1,78,3,2,0,0,2,2,0,5,5000,5000,8500,8500,0,0
7010405606,2,4,1,0,1980,1,2,3,0,5,1,25,2,2,0,0,2,1,0,5,7500,7500,2500,2500,0,0
7010405901,2,4,4,2,1961,1,2,3,0,5,1,66,2,2,0,0,2,2,0,5,5000,5000,7500,7500,0,0
7010405902,2,4,5,2,1971,1,2,3,0,5,1,61,1,2,0,0,2,2,0,5,5000,5000,8000,8000,0,0
7010406001,2,4,5,2,1979,1,2,3,0,5,1,58,3,2,0,0,2,2,0,5,60000,60000,7500,7500,0,0
7010406101,2,4,0,6,1988,2,2,3,0,5,1,0,3,2,0,0,2,0,0,5,0,0,7500,7500,0,0
7010406102,2,4,0,5,1968,2,2,3,1,5,1,0,1,2,0,0,2,0,0,5,5000,5000,2000,2000,0,0
7010406103,2,4,0,2,1968,2,2,3,0,5,1,30,2,2,0,0,2,0,0,5,0,0,6000,6000,0,0
7010406104,2,4,5,8,1955,1,2,3,0,5,1,36,3,2,0,0,2,1,0,5,5000,5000,6000,6000,0,0
7010406105,2,4,8,2,1980,1,2,3,0,5,1,51,3,2,0,0,2,1,0,5,7500,7500,5500,5500,0,0
7010406201,2,4,4,3,1960,2,2,3,1,5,1,0,1,2,0,0,2,0,0,5,5000,5000,3000,3000,0,0
7010406202,2,4,4,4,1974,1,2,3,0,5,1,65,3,2,0,0,2,2,0,5,5000,5000,7500,7500,0,0
7010406203,2,4,0,3,1961,2,2,3,1,5,1,0,1,2,0,0,2,0,0,5,5000,5000,5500,5500,0,0
7010406204,2,4,5,3,1962,2,2,3,1,5,1,0,2,2,0,0,2,0,0,5,5000,5000,3000,3000,0,0
7010406205,2,4,10,10,1950,1,2,3,0,5,1,96,3,2,0,0,2,2,0,5,5000,5000,500,500,0,0
7010406206,2,4,8,9,2000,1,2,3,0,5,1,34,3,2,0,0,2,1,0,5,12500,12500,2500,2500,0,0
7010406207,2,4,10,10,1966,2,2,3,1,5,1,0,3,2,0,0,2,0,0,5,12500,12500,2500,2500,0,0
7010406208,2,4,10,10,1978,1,2,3,0,5,1,33,3,2,0,0,2,1,0,5,5000,5000,2500,2500,0,0
7010406301,2,4,5,1,1936,1,2,3,0,5,1,59,3,2,0,0,2,2,0,5,5000,5000,9000,7500,0,0
7010406302,2,4,3,1,1987,1,2,3,0,5,1,57,3,2,0,0,2,2,0,5,5000,5000,7000,6000,0,0
7010406401,2,4,6,3,1977,1,2,3,0,5,1,66,3,2,0,0,2,2,0,5,5000,5000,12500,12500,0,0
7010406402,2,4,6,5,1978,2,2,3,1,5,1,0,3,2,0,0,2,0,0,5,5000,5000,2000,2000,0,0
7010406403,2,4,7,5,1993,1,2,3,0,5,1,75,3,2,0,0,2,2,0,5,5000,5000,5000,5000,0,0
7010406404,2,4,6,3,1982,2,2,3,1,5,1,0,1,2,0,0,2,0,0,5,5000,5000,3000,3000,0,0
7010406405,2,4,5,3,1980,1,2,3,0,5,1,90,2,2,0,0,2,2,0,5,5000,5000,10000,6500,0,0
7010406406,2,4,6,3,1976,2,2,3,1,5,1,0,3,2,0,0,2,0,0,5,75000,7500,7000,7000,0,0
7010406407,2,4,6,3,1976,2,2,3,1,5,1,0,3,2,0,0,2,0,0,5,5000,5000,3500,3500,0,0
7010406408,2,4,6,3,1976,1,2,3,0,5,1,86,3,2,0,0,2,2,0,5,5000,5000,9500,9500,0,0
7010406501,2,4,2,7,1964,2,2,3,1,5,1,0,1,2,0,0,2,0,0,5,12500,12500,5000,5000,0,0
7010406502,2,4,7,2,1964,2,2,3,1,5,1,0,2,2,0,0,2,0,0,5,5000,5000,8000,8000,0,0
7010406503,2,4,8,5,1980,2,2,3,0,5,1,0,1,2,0,0,2,0,0,5,5000,5000,5500,5500,0,0
7010406504,2,4,0,0,1980,1,2,3,0,5,1,149,2,2,0,0,2,4,0,5,7500,7500,9000,9000,0,0
7010406505,2,4,6,2,1965,2,2,3,1,5,1,0,1,2,0,0,2,0,0,5,12500,12500,5000,5000,0,0
7010406506,2,4,10,10,1969,1,2,3,0,5,1,92,3,2,0,0,2,2,0,5,7500,7500,8500,8500,0,0
7010406601,2,4,11,11,1977,1,2,3,0,5,1,37,3,2,0,0,2,1,0,5,5000,5000,4000,4000,0,0
7010406602,2,4,5,2,1991,2,2,3,1,5,1,0,1,2,0,0,2,0,0,5,5000,5000,2000,2000,0,0
7010406603,2,4,0,1,1977,1,2,3,0,5,1,42,3,2,0,0,2,1,0,5,5000,5000,4500,4500,0,0
7010406604,2,4,1,1,1974,1,2,3,0,5,1,80,3,2,0,0,2,2,0,5,5000,5000,9500,9500,0,0
7010406605,2,4,0,1,1974,1,2,3,0,5,1,68,3,2,0,0,2,2,0,5,5000,5000,5500,5500,0,0
7010406606,2,4,12,12,1961,1,2,3,0,5,1,30,3,2,0,0,2,1,0,5,5000,5000,2500,2500,0,0
7010406607,2,4,12,12,1991,1,2,3,0,5,1,19,3,2,0,0,2,1,0,5,50000,50000,3000,3000,0,0
7010406608,2,4,12,12,1974,1,2,3,0,5,1,15,3,2,0,0,2,1,0,5,12500,12500,2500,2500,0,0
7010406609,2,4,12,12,1952,1,2,3,0,5,1,25,3,2,0,0,2,1,0,5,5000,5000,2500,2500,0,0
7010406701,2,4,8,1,1946,2,2,3,1,5,1,0,1,2,0,0,2,0,0,5,5000,5000,4000,2500,0,0
7010406702,2,4,0,1,1946,1,2,3,0,5,1,60,3,2,0,0,2,2,0,5,5000,5000,2500,2500,0,0
7010406703,2,4,8,6,1990,1,2,3,0,5,1,29,3,2,0,0,2,1,0,5,7500,7500,5000,5000,0,0
7010406704,2,4,9,8,1974,1,2,3,0,5,1,25,3,2,0,0,2,1,0,5,7500,7500,2500,2500,0,0
7010406705,2,4,7,8,1976,2,2,3,1,5,1,0,3,2,0,0,2,0,0,5,5000,5000,7500,7500,0,0
7010406706,2,4,4,5,1976,1,2,3,0,5,1,55,3,2,0,0,2,2,0,5,12500,12500,8000,8000,0,0
7010406801,2,4,6,2,1989,2,2,3,1,5,1,0,1,2,0,0,2,0,0,5,5000,5000,2000,2000,0,0
7010406802,2,4,2,2,1982,2,2,3,1,5,1,0,2,2,0,0,2,0,0,5,5000,5000,2000,2000,0,0
7010406803,2,4,5,2,1982,2,2,3,0,5,1,0,3,2,0,0,2,0,0,5,5000,5000,1500,1500,0,0
7010406804,2,4,5,0,1972,1,2,3,0,5,1,78,3,2,0,0,2,2,0,5,5000,5000,10500,10500,0,0
7010406805,2,4,0,0,1971,1,2,3,0,5,1,69,3,2,0,0,2,2,0,5,7500,7500,11000,11000,0,0
7010406806,2,4,3,1,1972,1,2,3,0,5,1,65,3,2,0,0,2,2,0,5,5000,5000,3000,3000,0,0
7010407001,2,4,10,4,1956,1,2,3,0,5,1,60,3,2,0,0,2,2,0,5,5000,5000,5000,5000,0,0
7010407002,2,4,7,4,1958,2,2,3,1,5,1,0,1,2,0,0,2,0,0,5,7500,7500,3000,3000,0,0
7010407003,2,4,12,5,1957,2,2,3,0,5,1,42,3,2,0,0,2,1,0,5,5000,5000,2000,2000,0,0
7010407004,2,4,12,7,1957,2,2,3,1,5,1,0,1,2,0,0,2,0,0,5,5000,5000,1000,500,0,0
7010407005,2,4,11,4,1966,1,2,3,0,5,1,27,3,2,0,0,2,1,0,5,7500,7500,2000,2000,0,0
7010407006,2,4,11,4,1971,1,2,3,0,5,1,27,3,2,0,0,2,1,0,5,5000,5000,5000,4500,0,0
7010407101,2,4,8,3,1972,1,2,3,0,5,1,64,3,2,0,0,2,2,0,5,5000,5000,6000,6000,0,0
7010407102,2,4,11,5,1992,2,2,3,1,5,1,0,1,2,0,0,2,0,0,5,5000,5000,4500,4000,0,0
7010407103,2,4,5,5,1991,2,2,3,1,5,1,0,2,2,0,0,2,0,0,5,5000,5000,2500,2500,0,0
7010407104,2,4,5,5,1991,2,2,3,1,5,1,0,1,2,0,0,2,0,0,5,5000,5000,1500,1500,0,0
7010407105,2,4,7,5,2003,1,2,3,0,5,1,74,3,2,0,0,2,1,0,5,5000,5000,6500,6500,0,0
7010407106,2,4,5,5,2008,2,2,3,1,5,1,0,1,2,0,0,2,0,0,5,5000,5000,1500,1500,0,0
7010407201,2,4,5,2,1977,1,2,3,0,5,1,38,3,2,0,0,2,1,0,5,5000,5000,3000,3000,0,0
7010407202,2,4,7,2,1977,2,2,3,1,5,1,0,1,2,0,0,2,0,0,5,5000,5000,3000,2000,0,0
7010407203,2,4,8,3,1958,1,2,3,0,5,1,51,3,2,0,0,2,1,0,5,5000,5000,2500,2500,0,0
7010407204,2,4,8,3,1958,2,2,3,1,5,1,0,1,2,0,0,2,0,0,5,5000,5000,2500,2500,0,0
7010407205,2,4,8,3,1971,1,2,3,0,5,1,42,3,2,0,0,2,1,0,5,5000,5000,2500,2500,0,0
7010407206,2,4,6,4,1985,1,2,3,0,5,1,20,3,2,0,0,2,1,0,5,5000,5000,2500,2500,0,0
7010407207,2,4,6,0,1954,2,2,3,1,5,1,0,2,2,0,0,2,0,0,5,5000,5000,5000,5000,0,0
7010407208,2,4,6,0,1954,2,2,3,1,5,1,0,1,2,0,0,2,0,0,5,5000,5000,5000,5000,0,0
7010501201,2,4,7,2,1966,2,2,4,1,5,1,0,3,2,0,0,2,0,0,5,0,0,1500,1500,0,0
7010600102,1,4,20,2,2003,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010600103,2,19,0,0,2000,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010600104,2,19,20,1,1997,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010600105,1,19,10,7,2007,1,2,5,0,5,1,40,3,2,0,0,2,1,0,5,0,0,0,0,0,0
7010600201,2,19,2,1,2000,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010600202,2,19,15,0,1995,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010600203,2,19,24,4,1991,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010600204,2,19,22,2,1993,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010600205,2,19,20,1,2004,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010600301,2,4,15,6,2002,2,2,5,0,5,1,35,3,2,0,0,2,1,0,5,0,0,0,0,0,0
7010600302,2,19,10,4,1997,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010600303,2,4,0,8,2001,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010600304,2,19,20,20,2000,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010600305,2,19,12,6,2006,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010600306,2,4,12,10,2006,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010600401,2,19,20,1,2004,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010601401,2,4,7,7,1997,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010601701,2,4,1,1,1992,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010601702,2,19,5,5,1996,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010601703,2,4,6,6,2000,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010601704,2,19,1,1,2000,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010601801,2,19,0,4,1992,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010601802,2,4,15,6,2000,2,2,5,0,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010601803,2,19,5,5,2000,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010601804,2,4,3,3,2000,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010601901,2,4,10,5,1998,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010601902,2,19,4,3,1990,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010602102,2,4,3,2,2000,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010602104,2,19,1,0,1989,1,2,5,0,5,1,37,3,2,0,0,2,1,0,5,0,0,0,0,0,0
7010602105,2,4,3,5,2006,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010602106,2,19,5,1,2005,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010602301,2,19,9,9,2007,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010602302,2,19,3,2,2004,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010602304,2,19,3,3,2000,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010602305,2,4,9,5,2001,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010602306,2,19,10,3,2006,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010602401,2,19,4,5,2000,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010602402,2,4,3,3,2003,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010602403,2,19,1,5,2000,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010602501,2,19,3,2,1995,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010602601,2,19,7,5,2008,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010602602,2,4,5,4,2008,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010602603,2,19,6,1,2000,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010602604,2,19,5,5,2000,1,2,5,0,5,1,44,3,2,0,0,2,1,0,5,0,0,0,0,0,0
7010602801,2,4,0,10,2003,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010602803,2,4,18,2,1997,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010602901,2,19,12,2,2000,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010602902,2,4,14,14,1993,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010603001,2,19,5,3,2001,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010603002,2,19,18,5,2000,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010603003,2,4,10,5,2004,1,2,5,0,5,1,44,3,2,0,0,2,1,0,5,0,0,0,0,0,0
7010603004,1,4,20,5,1989,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010603005,2,4,18,5,2006,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010603301,2,19,6,6,2001,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010603302,2,19,5,3,1996,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010603303,2,19,6,6,1996,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010603401,2,19,3,3,2000,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010603501,2,19,3,2,2006,2,2,5,0,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010603502,2,19,4,3,2006,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010603503,2,19,12,10,2006,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010603504,2,19,5,3,2006,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010603505,2,19,4,3,2009,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010603506,2,19,5,3,2006,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010603507,2,4,8,4,2010,2,2,5,0,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010603508,2,19,5,3,1994,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010603601,2,19,5,4,2002,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010603602,2,19,8,5,2006,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010603701,2,4,2,2,1984,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010603702,2,19,12,3,1997,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010604001,2,4,4,1,1999,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010604501,2,19,3,2,2009,1,2,5,0,5,1,48,3,2,0,0,2,2,0,5,0,0,0,0,0,0
7010605201,2,19,0,3,2000,1,2,5,0,5,1,102,3,2,0,0,2,2,0,5,0,0,0,0,0,0
7010605301,2,19,5,5,1982,1,2,5,0,5,1,55,3,2,0,0,2,4,0,5,0,0,0,0,0,0
7010605401,2,4,1,1,1999,2,2,5,0,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010605901,2,19,3,2,1998,1,2,5,0,5,1,118,3,2,0,0,2,3,0,5,0,0,0,0,0,0
7010605902,2,4,5,3,1989,1,2,5,0,5,1,84,3,2,0,0,2,4,0,5,0,0,0,0,0,0
7010605904,2,19,4,4,1990,1,2,5,0,5,1,76,3,2,0,0,2,3,0,5,0,0,0,0,0,0
7010605905,2,19,5,2,1979,1,2,5,0,5,1,80,3,2,0,0,2,2,0,5,0,0,0,0,0,0
7010605906,2,19,5,2,1985,1,2,5,0,5,1,85,3,2,0,0,2,2,0,5,0,0,0,0,0,0
7010605907,2,19,4,2,1993,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010605908,2,19,5,2,1980,1,2,5,0,5,1,60,3,2,0,0,2,3,0,5,0,0,0,0,0,0
7010605910,2,19,3,2,1983,1,2,5,0,5,1,35,3,2,0,0,2,3,0,5,0,0,0,0,0,0
7010606001,2,19,4,2,2000,2,2,5,0,5,1,254,3,2,0,0,2,6,0,5,0,0,0,0,0,0
7010606002,2,19,4,1,1992,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010606102,2,19,8,2,1990,1,2,5,0,5,1,20,3,2,0,0,2,2,0,5,0,0,0,0,0,0
7010606103,2,4,0,8,1984,2,2,5,0,5,1,91,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010606104,2,4,0,6,1983,1,2,5,0,5,1,74,3,2,0,0,2,2,0,5,0,0,0,0,0,0
7010606105,2,19,7,2,1992,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010606106,2,19,0,0,1997,2,2,5,0,5,1,70,3,2,0,0,2,3,0,5,0,0,0,0,0,0
7010606301,2,19,4,4,1983,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010606401,2,19,1,3,1998,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010606701,2,19,5,1,1988,1,2,5,0,5,1,73,3,2,0,0,2,2,0,5,0,0,0,0,0,0
7010606702,2,4,0,0,1985,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010606801,2,19,7,5,1988,1,2,5,0,5,1,48,3,2,0,0,2,2,0,5,0,0,0,0,0,0
7010607001,2,19,4,4,2000,2,2,5,1,5,1,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010900101,2,19,20,2,2003,2,2,7,1,10,6,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010900201,2,4,20,2,1985,2,2,7,1,12,3,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010902101,2,19,4,4,1985,2,2,7,1,12,3,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010904501,2,19,3,1,1997,2,2,7,1,12,3,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010904502,2,19,6,6,2003,2,2,7,1,10,6,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010904503,2,19,5,2,2003,2,2,7,1,12,3,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010905101,2,4,3,2,1997,2,2,7,1,12,3,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010905601,2,4,20,2,1982,2,2,7,1,12,3,0,3,1,0,0,2,0,0,5,0,0,0,0,0,0
7010905901,2,19,5,2,1984,2,2,7,1,12,3,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7010906702,2,4,5,1,1976,2,2,7,1,12,3,0,3,2,0,0,2,0,0,5,0,0,0,0,0,0
7011002801,2,19,23,7,1988,2,2,7,6,12,5,0,3,2,0,0,1,0,0,5,0,0,0,0,0,0
7020100601,2,19,16,16,2012,2,2,1,6,8,4,0,3,2,0,0,5,0,0,5,0,0,0,0,0,0
7020100701,2,4,15,15,1999,2,2,1,6,12,5,0,1,2,0,0,2,0,0,5,7000,7000,11500,11500,0,0
7020100702,2,4,7,7,2002,2,2,1,6,10,7,0,2,2,0,0,2,0,0,5,7000,7000,2500,2500,0,0
7020100703,2,4,9,8,2002,2,2,1,6,10,7,0,1,2,0,0,2,0,0,5,7000,7000,10500,10500,0,0
7020100704,2,4,10,10,1999,2,2,1,6,12,5,0,2,2,0,0,2,0,0,5,7000,7000,9000,9000,0,0
7020100705,2,4,15,15,1950,1,2,1,0,12,3,44,2,2,0,0,2,1,0,5,12000,12000,23500,23500,0,0
7020100706,2,4,13,12,1950,2,2,1,0,12,3,18,1,2,0,0,2,0,0,5,12000,12000,37500,37500,0,0
7020100707,2,4,10,10,1991,2,2,1,1,10,6,0,3,2,0,0,2,0,0,5,12000,12000,6000,6000,0,0
7020100902,2,4,3,0,1968,1,2,1,0,12,3,40,3,2,0,0,2,1,0,5,12000,12000,16000,16000,0,0
7020100903,2,4,5,6,1964,1,2,1,0,12,3,41,3,2,0,0,2,1,0,5,12000,12000,12500,12500,0,0
7020100904,2,4,3,4,1905,1,2,1,0,12,3,21,3,2,0,0,2,1,0,5,12000,12000,8000,8000,0,0
7020101001,2,4,5,5,1970,2,2,1,6,10,7,0,1,2,0,0,2,0,0,5,7000,7000,5500,5500,0,0
7020101002,2,4,4,4,1900,1,2,1,0,12,3,45,2,2,0,0,2,1,0,5,12000,12000,20000,20000,0,0
7020101003,2,4,4,4,1986,1,2,1,0,12,3,39,3,2,0,0,2,2,0,5,12000,12000,13500,13500,0,0
7020101004,2,4,5,5,1905,1,2,1,0,12,3,16,1,2,0,0,2,0,0,5,12000,12000,12000,12000,0,0
7020101101,2,4,8,5,1985,1,2,1,0,12,3,28,3,2,0,0,2,1,0,5,12000,12000,24500,24500,0,0
7020106901,2,19,5,7,1958,1,2,1,0,12,3,83,3,2,0,0,2,3,0,5,12000,12000,16500,16500,0,0
7020106902,2,4,5,2,1954,2,2,1,6,8,4,0,1,2,0,0,5,0,0,5,7000,7000,7000,7000,0,0
