SCHCD,Tch_Male,Tch_Female,Tch_NR,HeadTch,GradAbove,TchWithProf,DaysInvld,TchInvld
7020600701,0,5,0,1,5,5,0,0
7020600702,1,4,0,1,5,5,0,0
7020600703,2,6,0,1,0,8,0,0
7020600704,2,3,0,1,5,5,0,0
7020600705,0,5,0,1,5,5,0,0
7020600706,2,3,0,1,5,5,0,0
7020600707,3,2,0,1,0,5,0,0
7020600802,0,5,0,1,1,5,0,0
7020600803,3,6,0,1,7,9,0,0
7020600805,6,4,0,1,10,10,0,0
7020600901,0,7,0,1,7,7,0,0
7020600902,0,6,0,1,4,6,56,5
7020600903,0,7,0,1,7,7,0,0
7020601002,0,5,0,1,5,5,1095,5
7020607301,0,5,0,1,5,5,0,0
7020607401,0,5,0,1,3,5,0,0
7020607501,0,5,0,1,3,5,0,0
7020607601,0,6,0,1,3,6,0,0
7020607701,0,5,0,1,3,5,0,0
7020607801,0,5,0,1,5,5,0,0
7020607802,0,8,0,1,6,8,0,0
7020608001,0,2,0,0,2,2,0,0
7020608801,0,5,0,1,5,5,0,0
7030123401,3,32,0,0,24,35,0,0
7030123402,25,6,0,0,18,31,0,0
7030123701,1,65,0,0,66,66,0,0
7030123702,1,11,0,0,11,12,0,0
7030123703,0,59,0,0,59,59,0,0
7030123704,65,0,0,0,62,65,0,0
7030124001,3,21,0,0,24,24,0,0
7030124002,34,0,0,0,34,34,50,1
7030124101,0,86,0,0,86,86,0,0
7030124102,1,97,0,0,96,98,0,0
7030124103,76,0,0,0,76,76,183,2
7030124104,62,2,0,0,64,64,0,0
7030124105,92,0,0,0,91,92,0,0
7030124201,1,102,0,0,96,103,0,0
7030124202,74,0,0,0,74,74,0,0
7030124203,59,0,0,0,59,59,0,0
7030124204,6,65,0,0,68,71,66,22
7030124301,2,40,0,0,42,42,468,3
7030124302,0,42,0,0,41,42,0,0
7030124303,91,0,0,0,91,91,0,0
7030124304,21,11,0,0,32,32,14,2
7030124305,48,0,0,0,48,48,0,0
7030124306,1,87,0,0,88,88,30,1
7030124307,6,78,0,0,82,84,0,0
7030124308,1,87,0,0,87,88,220,1
7030124309,9,69,0,0,76,78,0,0
7030124310,33,1,0,0,34,34,0,0
7030124311,104,0,0,0,95,104,132,46
7030124601,73,0,0,0,71,73,0,0
7030124602,2,27,0,0,29,29,0,0
7030124603,3,88,0,0,91,91,0,0
7030124604,25,0,0,0,25,25,0,0
7030124701,4,54,0,0,57,58,2,1
7030124702,2,48,0,0,48,50,0,0
7030124703,38,0,0,0,33,38,4,1
7030124704,42,1,0,0,43,43,0,0
7030124705,0,18,0,0,18,18,48,18
7030124706,21,0,0,0,21,21,8,1
7030124707,9,0,0,0,9,9,60,1
7030124708,47,3,0,0,50,50,0,0
7030124801,0,30,0,0,30,30,0,0
7030124802,0,35,0,0,35,35,0,0
7030124901,17,1,0,0,18,18,0,0
7030125001,7,106,0,0,110,113,0,0
7030125002,53,0,0,0,53,53,0,0
7030125003,1,53,0,0,48,54,91,17
7030125005,17,0,0,0,17,17,0,0
7030125006,21,0,0,0,21,21,200,1
7030125007,33,0,0,0,33,33,90,18
7030125008,0,8,0,0,8,8,0,0
7030125101,2,48,0,0,50,50,2,1
7030125102,1,26,0,0,27,27,0,0
7030125103,5,28,0,0,33,33,0,0
7030125104,2,47,0,0,42,49,25,4
7030125105,48,0,0,0,47,48,40,1
7030125106,58,0,0,0,55,58,0,0
7030125201,2,18,0,0,20,20,0,0
7030125202,30,1,0,0,30,31,0,0
7030125203,1,46,0,0,47,47,7,1
7030125301,38,11,0,0,49,49,0,0
7030125401,2,64,0,0,66,66,20,4
7030125402,47,1,0,0,45,48,132,13
7030125403,17,4,0,0,21,21,3,1
7030125404,19,0,0,0,17,19,0,0
7030125405,18,1,0,0,19,19,0,0
7030125406,7,0,0,0,7,7,0,0
7030125501,3,41,0,0,44,44,720,24
7030125502,26,0,0,0,26,26,0,0
7030125503,40,0,0,0,40,40,0,0
7030125504,1,48,0,0,47,49,0,0
7030125601,42,0,0,0,40,42,0,0
7030125602,48,0,0,0,48,48,1209,26
7030125603,14,15,0,0,28,29,220,22
7030125604,7,63,0,0,69,70,1877,61
7030125605,3,96,0,0,92,99,0,0
7030125606,2,94,0,0,96,96,0,0
7030125607,7,87,0,0,91,94,30,3
7030125608,80,1,0,0,80,81,150,2
7030125609,50,0,0,0,50,50,60,1
7030125610,99,2,0,0,94,101,0,0
7030125611,77,0,0,0,76,77,303,16
7030125801,1,37,0,0,38,38,0,0
7030125802,35,0,0,0,35,35,129,34
7030125901,1,19,0,0,20,20,21,7
7030125902,22,0,0,0,22,22,0,0
7030125903,5,6,0,0,11,11,0,0
7030126001,1,31,0,0,32,32,42,3
7030126002,0,64,0,0,64,64,0,0
7030126003,43,0,0,0,43,43,0,0
7030126004,29,0,0,0,29,29,72,3
7030126201,9,28,0,0,37,37,4,1
7030126202,6,89,0,0,92,95,0,0
7030126203,2,86,0,0,87,88,0,0
7030126204,36,6,0,0,42,42,0,0
7030126205,72,0,0,0,71,72,0,0
7030126206,74,0,0,0,74,74,0,0
7030126208,58,0,0,0,58,58,904,40
7030126301,6,15,0,0,21,21,80,2
7030126302,44,1,0,0,41,45,0,0
7030126303,2,58,0,0,59,60,0,0
7030126304,22,0,0,0,22,22,40,1
7030126401,85,0,0,0,85,85,0,0
7030126402,10,21,0,0,31,31,0,0
7030126403,35,0,0,0,35,35,0,0
7030126404,6,7,0,0,13,13,3,1
7030126405,20,1,0,0,21,21,0,0
7030126406,29,0,0,0,29,29,25,1
7030126801,3,30,0,0,33,33,0,0
7030126802,37,0,0,0,37,37,0,0
7030126901,1,53,0,0,53,54,0,0
7030126902,6,42,0,0,47,48,0,0
7030126903,49,0,0,0,49,49,0,0
7030126904,58,1,0,0,55,59,0,0
7030127001,77,0,0,0,77,77,63,14
7030127002,7,34,0,0,40,41,280,1
7030127003,5,56,0,0,61,61,0,0
7030127004,85,0,0,0,83,85,210,1
7030127101,41,0,0,0,41,41,7,1
7030127102,9,36,0,0,41,45,0,0
7030127103,10,11,0,0,20,21,0,0
7030127104,17,1,0,0,18,18,5,1
7030127201,42,1,0,0,43,43,296,18
7030127202,5,91,0,0,94,96,0,0
7030127203,9,0,0,0,9,9,0,0
7030224501,1,7,0,0,7,8,0,0
7030224701,18,8,0,0,25,26,0,0
7030224702,4,25,0,0,29,29,0,0
7030225001,28,11,0,0,39,39,79,11
7030225101,4,9,0,0,13,13,0,0
7030225401,14,16,0,0,30,30,0,0
7030226001,1,54,0,0,55,55,0,0
7030226501,20,15,0,0,35,35,0,0
7030323701,0,13,0,1,13,13,0,0
7030323702,2,7,0,1,8,9,0,0
7030323703,3,6,0,1,9,9,0,0
7030323704,1,7,0,1,7,8,0,0
7030323705,3,20,0,0,23,23,232,7
7030323706,0,12,0,0,12,12,0,0
7030324001,0,31,0,0,31,31,0,0
7030324002,0,14,0,1,14,14,215,1
7030324003,4,8,0,1,12,12,0,0
7030324004,2,38,0,0,40,40,0,0
7030324101,1,33,0,0,24,34,0,0
7030324102,0,13,0,1,13,13,0,0
7030324103,1,19,0,0,20,20,0,0
7030324104,1,8,0,1,9,9,0,0
7030324105,1,30,0,1,31,31,0,0
7030324106,6,56,0,0,62,62,0,0
7030324107,3,51,0,0,54,54,0,0
7030324108,3,9,0,0,12,12,0,0
7030324109,0,9,0,1,9,9,0,0
7030324110,3,32,0,0,35,35,0,0
7030324111,12,33,0,0,45,45,0,0
7030324112,25,110,0,2,133,135,695,135
7030324501,1,9,0,1,9,10,0,0
7030324502,1,7,0,0,7,8,0,0
7030324503,2,18,0,1,19,20,0,0
7030324504,4,12,0,0,16,16,0,0
7030324505,1,7,0,1,6,8,0,0
7030324506,1,27,0,1,28,28,0,0
7030324507,5,29,0,0,34,34,0,0
7030324508,0,8,0,1,7,8,0,0
7030324509,1,11,0,1,12,12,0,0
7030324601,2,36,0,0,38,38,280,1
7030324602,5,28,0,0,32,33,0,0
7030324603,0,11,0,1,10,11,0,0
7030324604,3,10,0,1,13,13,0,0
7030324605,8,22,0,0,30,30,0,0
7030324701,0,6,0,0,6,6,0,0
7030324702,0,18,0,1,16,18,0,0
7030324703,2,7,0,1,7,9,0,0
7030324704,0,17,0,1,16,17,0,0
7030324802,4,16,0,0,20,20,0,0
7030324803,5,20,0,0,25,25,0,0
7030324804,1,15,0,0,16,16,0,0
7030324805,11,83,0,0,94,94,2548,91
7030324901,1,7,0,1,8,8,0,0
7030325001,8,11,0,0,18,19,25,1
7030325002,12,7,0,1,18,19,50,1
7030325101,3,17,0,0,20,20,0,0
7030325102,2,10,0,1,12,12,0,0
7030325103,2,9,0,1,11,11,40,7
7030325201,2,8,0,1,10,10,0,0
7030325202,1,7,0,1,8,8,0,0
7030325203,4,5,0,1,7,9,0,0
7030325204,4,12,0,0,15,16,0,0
7030325205,0,17,0,1,16,17,0,0
7030325206,1,28,0,1,27,29,0,0
7030325207,1,47,0,0,48,48,0,0
7030325208,3,6,0,1,9,9,0,0
7030325209,2,8,0,1,9,10,42,5
7030325210,1,22,0,1,17,23,0,0
7030325211,2,9,0,1,11,11,0,0
7030325212,1,11,0,1,12,12,0,0
7030325301,1,22,0,1,23,23,0,0
7030325302,1,16,0,1,17,17,0,0
7030325303,0,17,0,0,17,17,0,0
7030325304,1,8,0,1,9,9,0,0
7030325305,3,23,0,0,26,26,0,0
7030325306,1,12,0,0,13,13,0,0
7030325307,1,9,0,1,10,10,0,0
7030325308,3,21,0,0,19,24,0,0
7030325402,2,14,0,1,16,16,0,0
7030325403,1,10,0,1,10,11,0,0
7030325404,3,7,0,1,9,10,0,0
7030325405,0,5,0,0,5,5,0,0
7030325406,2,16,0,0,16,18,0,0
7030325407,6,4,0,1,10,10,0,0
7030325408,2,8,0,1,8,10,0,0
7030325409,3,9,0,0,12,12,0,0
7030325410,3,9,0,1,10,12,0,0
7030325411,1,9,0,1,10,10,0,0
7030325412,3,29,0,0,26,32,0,0
7030325413,0,11,0,1,6,11,0,0
7030325501,5,6,0,1,10,11,0,0
7030325502,1,8,0,1,8,9,0,0
7030325503,1,11,0,1,11,12,94,11
7030325504,3,11,0,0,14,14,0,0
7030325505,2,7,0,1,9,9,0,0
7030325506,4,5,0,1,9,9,0,0
7030325507,2,7,0,1,9,9,0,0
7030325601,1,8,0,1,8,9,0,0
7030325602,8,5,0,1,12,13,2,1
7030325603,3,4,0,1,7,7,0,0
7030325604,3,6,0,1,9,9,0,0
7030325605,2,14,0,1,16,16,0,0
7030325606,0,8,0,1,8,8,0,0
7030325607,3,45,0,0,46,48,0,0
7030325608,1,33,0,1,34,34,230,34
7030325609,1,32,0,0,33,33,0,0
7030325610,0,9,0,1,8,9,0,0
7030325611,2,9,0,1,10,11,0,0
7030325612,2,7,0,1,9,9,0,0
7030325613,0,9,0,1,7,9,0,0
7030325614,1,8,0,1,9,9,0,0
7030325701,3,10,0,0,13,13,0,0
7030325702,1,7,0,1,8,8,0,0
7030325703,0,13,0,1,12,13,0,0
7030325801,11,21,0,0,32,32,0,0
7030325802,3,5,0,1,8,8,0,0
7030325901,0,17,0,1,17,17,0,0
7030325902,1,14,0,0,15,15,0,0
7030325903,1,8,0,1,9,9,0,0
7030325904,0,8,0,1,8,8,0,0
7030326001,1,8,0,1,9,9,0,0
7030326003,0,13,0,1,13,13,0,0
7030326004,0,8,0,1,7,8,0,0
7030326005,1,10,0,1,11,11,0,0
7030326006,0,9,0,1,9,9,0,0
7030326007,0,8,0,1,8,8,0,0
7030326008,15,121,0,1,131,136,0,0
7030326009,1,7,0,0,8,8,36,8
7030326010,2,6,0,1,8,8,0,0
7030326011,0,9,0,1,8,9,0,0
7030326012,4,5,0,1,9,9,0,0
7030326013,1,15,0,1,16,16,0,0
7030326014,1,9,0,0,10,10,0,0
7030326101,5,5,0,1,10,10,55,5
7030326102,0,20,0,0,20,20,134,20
7030326103,9,2,0,1,9,11,0,0
7030326104,2,9,0,0,11,11,0,0
7030326105,4,11,0,1,14,15,0,0
7030326106,2,5,0,1,6,7,0,0
7030326107,1,7,0,0,8,8,0,0
7030326201,1,16,0,1,16,17,0,0
7030326202,1,23,0,0,24,24,0,0
7030326203,3,4,0,1,5,7,0,0
7030326301,1,8,0,1,8,9,0,0
7030326302,1,9,0,1,10,10,0,0
7030326303,4,13,0,1,16,17,0,0
7030326304,2,8,0,1,7,10,0,0
7030326401,2,11,0,1,13,13,493,13
7030326402,5,6,0,1,10,11,0,0
7030326403,5,22,0,0,27,27,0,0
7030326404,12,31,0,0,43,43,0,0
7030326405,5,7,0,1,12,12,0,0
7030326406,1,11,0,1,12,12,0,0
7030326407,1,15,0,0,16,16,0,0
7030326408,8,13,0,0,17,21,0,0
7030326409,1,7,0,1,8,8,0,0
7030326410,2,9,0,1,11,11,40,1
7030326501,1,8,0,1,9,9,0,0
7030326502,2,8,0,1,8,10,0,0
7030326503,2,8,0,1,10,10,0,0
7030326505,2,7,0,1,7,9,0,0
7030326507,0,8,0,0,7,8,0,0
7030326508,3,14,0,0,16,17,0,0
7030326509,4,6,0,1,10,10,0,0
7030326510,1,8,0,1,9,9,0,0
7030326511,5,7,0,1,12,12,0,0
7030326512,5,5,0,1,8,10,0,0
7030326513,1,9,0,1,9,10,25,1
7030326514,2,7,0,1,9,9,0,0
7030326601,1,9,0,1,9,10,0,0
7030326602,1,14,0,0,15,15,0,0
7030326603,3,5,0,0,8,8,0,0
7030326604,4,5,0,1,9,9,0,0
7030326605,0,8,0,1,8,8,0,0
7030326606,1,9,0,1,10,10,0,0
7030326607,4,6,0,1,9,10,0,0
7030326608,5,4,0,1,9,9,0,0
7030326609,3,5,0,1,8,8,0,0
7030326610,5,6,0,1,10,11,0,0
7030326611,3,8,0,0,10,11,0,0
7030326612,3,6,0,0,9,9,0,0
7030326613,2,7,0,1,9,9,0,0
7030326614,1,8,0,1,9,9,0,0
7030326615,2,8,0,1,8,10,0,0
7030326616,3,8,0,0,11,11,0,0
7030326617,4,8,0,0,10,12,0,0
7030326618,5,5,0,1,2,10,0,0
7030326619,5,5,0,1,10,10,2,1
7030326620,4,14,0,0,17,18,0,0
7030326621,0,9,0,1,9,9,0,0
7030326622,3,10,0,1,11,13,0,0
7030326701,3,5,0,1,8,8,0,0
7030326702,1,8,0,1,9,9,0,0
7030326703,6,12,0,0,18,18,0,0
7030326704,1,7,0,1,7,8,0,0
7030326705,3,14,0,1,13,17,25,1
7030326706,7,13,0,0,20,20,200,20
7030326707,4,6,0,1,10,10,0,0
7030326801,0,26,0,0,26,26,0,0
7030326802,10,25,0,0,35,35,0,0
7030326803,4,9,0,0,13,13,0,0
7030326804,3,7,0,1,10,10,0,0
7030326805,1,9,0,1,10,10,0,0
7030326806,5,7,0,1,11,12,0,0
7030326807,2,11,0,0,13,13,0,0
7030326808,3,6,0,1,7,9,0,0
7030326809,1,13,0,1,14,14,0,0
7030326810,5,4,0,1,9,9,0,0
7030326811,0,12,0,1,12,12,0,0
7030326812,1,8,0,1,7,9,0,0
7030326813,3,6,0,1,8,9,0,0
7030326901,1,8,0,1,9,9,0,0
7030326903,2,8,0,1,10,10,0,0
7030327001,2,9,0,0,11,11,0,0
7030327002,17,43,0,0,54,60,18,6
7030327003,1,13,0,1,14,14,10,1
7030327004,3,12,0,1,15,15,0,0
7030327101,16,33,0,0,47,49,0,0
7030327102,9,7,0,0,15,16,0,0
7030327103,5,4,0,1,9,9,0,0
7030327104,2,7,0,1,7,9,0,0
7030327105,6,19,0,0,24,25,0,0
7030327106,5,12,0,0,14,17,0,0
7030327107,5,4,0,1,9,9,90,9
7030327108,4,5,0,1,9,9,0,0
7030327109,4,5,0,1,8,9,0,0
7030327111,10,16,0,0,23,26,0,0
7030327112,16,11,0,0,26,27,260,26
7030327113,1,7,0,1,7,8,0,0
7030327114,0,10,0,1,10,10,0,0
7030327201,0,12,0,1,10,12,0,0
7030327202,1,9,0,1,10,10,0,0
7030327203,0,9,0,1,9,9,0,0
7030327204,1,9,0,1,10,10,0,0
7030327205,4,8,0,1,12,12,0,0
7030327206,4,6,0,1,10,10,0,0
7030327207,3,11,0,0,13,14,0,0
7030424001,23,1,0,1,22,24,10,1
7030424002,5,32,0,1,28,37,50,5
7030424003,10,10,0,1,15,20,0,0
7030424004,0,25,0,1,19,25,258,20
7030424005,20,22,0,1,20,42,0,0
7030424006,2,35,0,1,29,37,4,4
7030424007,1,15,0,1,10,16,0,0
7030424101,9,5,0,0,13,14,0,0
7030424102,10,14,0,1,16,24,0,0
7030424103,0,18,0,1,18,18,0,0
7030424104,0,12,0,1,12,12,0,0
7030424105,0,11,0,1,10,11,0,0
7030424106,5,6,0,0,9,11,0,0
7030424107,9,5,0,0,13,14,10,1
7030424108,6,2,0,1,6,8,85,3
7030424109,9,0,0,1,9,9,0,0
7030424110,0,10,0,1,10,10,0,0
7030424111,1,25,0,1,22,26,0,0
7030424201,19,5,0,1,16,24,0,0
7030424202,6,2,0,1,3,8,5,1
7030424301,4,2,0,1,6,6,15,3
7030424302,1,32,0,1,25,33,0,0
7030424303,0,13,0,1,11,13,0,0
7030424304,7,3,0,1,9,10,0,0
7030424305,8,5,0,1,1,13,27,9
7030424306,1,21,0,1,22,22,0,0
7030424307,7,2,0,1,6,9,0,0
7030424308,0,11,0,1,10,11,0,0
7030424309,8,3,0,1,11,11,0,0
7030424310,1,11,0,1,11,12,0,0
7030424311,5,1,0,1,5,6,0,0
7030424312,0,6,0,1,6,6,0,0
7030424313,0,11,0,1,11,11,35,1
7030424314,6,2,0,1,6,8,0,0
7030424315,0,7,0,1,5,7,0,0
7030424316,3,5,0,1,8,8,0,0
7030424317,12,8,0,1,18,20,0,0
7030424318,1,13,0,1,13,14,0,0
7030424401,7,4,0,1,6,11,55,2
7030424402,7,5,0,1,9,12,0,0
7030424403,8,0,0,1,5,8,0,0
7030424404,11,2,0,1,8,13,0,0
7030424405,1,11,0,0,6,12,31,6
7030424406,11,7,0,1,16,18,0,0
7030424407,4,19,0,1,17,23,0,0
7030424408,0,16,0,0,9,16,0,0
7030424409,9,4,0,1,13,13,0,0
7030424410,0,19,0,1,19,19,0,0
7030424501,2,3,0,1,5,5,0,0
7030424502,5,0,0,1,4,5,0,0
7030424503,0,5,0,1,4,5,0,0
7030424504,4,1,0,1,5,5,0,0
7030424505,1,5,0,1,5,6,0,0
7030424506,0,7,0,1,5,7,15,2
7030424507,5,5,0,1,3,10,8,1
7030424508,0,11,0,1,10,11,0,0
7030424601,7,0,0,0,7,7,0,0
7030424602,3,21,0,1,21,24,0,0
7030424603,7,3,0,1,10,10,0,0
7030424604,0,12,0,1,11,12,0,0
7030424701,5,6,0,1,8,11,1,1
7030424702,3,2,0,1,4,5,0,0
7030424703,0,5,0,1,4,5,0,0
7030424704,8,3,0,1,8,11,0,0
7030424705,0,10,0,1,8,10,0,0
7030424706,4,7,0,1,10,11,0,0
7030424708,3,8,0,1,6,11,0,0
7030424709,0,5,0,1,5,5,90,3
7030424710,3,2,0,1,5,5,0,0
7030424711,0,5,0,1,5,5,0,0
7030424801,2,7,0,1,9,9,0,0
7030424803,0,8,0,1,8,8,0,0
7030424804,2,9,0,1,10,11,0,0
7030424805,11,6,0,1,13,17,216,1
7030424806,1,15,0,1,14,16,0,0
7030424807,10,0,0,1,9,10,0,0
7030424808,0,13,0,1,11,13,84,12
7030424809,3,9,0,1,11,12,0,0
7030424901,2,4,0,1,4,6,6,1
7030424902,14,4,0,1,12,18,0,0
7030424903,5,15,0,1,19,20,0,0
7030424904,11,3,0,1,13,14,0,0
7030425001,7,0,0,1,6,7,0,0
7030425002,2,15,0,1,13,17,0,0
7030425003,5,3,0,1,7,8,0,0
7030425004,8,1,0,1,7,9,0,0
7030425005,11,0,0,1,9,11,0,0
7030425006,10,5,0,1,9,15,0,0
7030425007,0,14,0,0,11,14,0,0
7030425101,8,8,0,1,15,16,2,1
7030425102,1,19,0,1,18,20,75,5
7030425103,4,11,0,1,8,15,32,1
7030425104,8,3,0,1,7,11,0,0
7030425105,4,8,0,1,8,12,0,0
7030425106,2,14,0,1,15,16,0,0
7030425107,8,18,0,1,14,26,0,0
7030425108,11,4,0,1,14,15,0,0
7030425201,6,5,0,1,5,11,0,0
7030425202,1,15,0,1,15,16,0,0
7030425203,9,5,0,1,7,14,36,6
7030425204,1,10,0,1,11,11,218,2
7030425301,2,3,0,1,4,5,0,0
7030425302,3,7,0,1,10,10,0,0
7030425303,1,27,0,1,20,28,15,1
7030425304,0,10,0,1,8,10,0,0
7030425305,5,4,0,1,9,9,0,0
7030425306,0,10,0,1,9,10,54,6
7030425307,13,15,0,1,16,28,0,0
7030425401,13,8,0,0,19,21,33,6
7030425402,5,16,0,1,10,21,0,0
7030425403,13,1,0,1,10,14,0,0
7030425404,7,9,0,1,11,16,0,0
7030425405,19,0,0,1,9,19,0,0
7030425406,0,29,0,1,28,29,3,1
7030425407,20,5,0,1,12,25,0,0
7030425408,7,23,0,1,18,30,0,0
7030425409,3,13,0,1,12,16,7,3
7030425501,13,9,0,1,17,22,0,0
7030425502,9,5,0,1,8,14,0,0
7030425503,2,11,0,1,11,13,0,0
7030425504,2,26,0,1,27,28,0,0
7030425601,7,8,0,1,14,15,0,0
7030425602,0,17,0,1,15,17,0,0
7030425603,9,2,0,1,10,11,0,0
7030425604,1,13,0,1,14,14,0,0
7030425605,15,2,0,1,11,17,2,1
7030425606,0,23,0,1,21,23,0,0
7030425607,3,13,0,1,16,16,0,0
7030425608,8,3,0,1,7,11,0,0
7030425609,0,11,0,1,10,11,0,0
7030425610,7,2,0,1,9,9,0,0
7030425611,2,10,0,1,12,12,0,0
7030425612,4,4,0,1,6,8,60,5
7030425701,9,6,0,1,7,15,0,0
7030425702,3,15,0,1,17,18,0,0
7030425703,1,11,0,1,12,12,280,8
7030425801,12,3,0,1,7,15,31,1
7030425802,0,13,0,1,11,13,0,0
7030425803,9,11,0,1,19,20,0,0
7030425804,2,19,0,1,18,21,0,0
7030425901,10,1,0,1,3,11,0,0
7030425902,3,6,0,1,5,9,0,0
7030425903,9,8,0,1,10,17,0,0
7030425904,1,16,0,1,11,17,0,0
7030426002,10,2,0,1,11,12,0,0
7030426003,0,17,0,1,14,17,1,1
7030426004,2,9,0,1,11,11,0,0
7030426005,0,5,0,1,5,5,0,0
7030426006,4,4,0,1,7,8,0,0
7030426007,0,12,0,1,11,12,77,11
7030426101,14,3,0,1,9,17,10,1
7030426102,4,17,0,1,7,21,0,0
7030426103,41,3,0,1,28,44,0,0
7030426104,8,31,0,1,31,39,0,0
7030426105,0,16,0,1,14,16,0,0
7030426201,12,8,0,1,12,20,172,12
7030426202,19,1,0,1,16,20,0,0
7030426205,1,26,0,1,22,27,0,0
7030426206,11,1,0,1,7,12,0,0
7030426207,9,3,0,1,6,12,0,0
7030426208,0,12,0,1,8,12,75,7
7030426209,2,9,0,1,10,11,0,0
7030426301,8,4,0,1,9,12,5,1
7030426302,0,11,0,1,8,11,0,0
7030426303,19,3,0,0,12,22,0,0
7030426401,5,26,0,1,25,31,0,0
7030426402,12,2,0,1,13,14,25,1
7030426403,2,17,0,1,1,19,0,0
7030426404,17,9,0,1,13,26,0,0
7030426405,4,28,0,1,21,32,0,0
7030426406,16,3,0,1,10,19,0,0
7030426407,11,6,0,1,14,17,0,0
7030426501,19,0,0,1,13,19,1,1
7030426502,14,3,0,1,14,17,0,0
7030426601,14,1,0,1,8,15,0,0
7030426602,9,13,0,1,21,22,0,0
7030426603,6,20,0,1,18,26,0,0
7030426801,7,20,0,1,9,27,0,0
7030426802,18,0,0,1,12,18,0,0
7030426803,18,41,0,0,29,59,0,0
7030426804,14,2,0,1,7,16,1,1
7030426901,10,2,0,1,6,12,0,0
7030426902,4,14,0,1,12,18,0,0
7030427001,19,4,0,1,9,23,115,18
7030427002,11,10,0,1,9,21,0,0
7030427003,6,6,0,1,9,12,15,1
7030427004,8,5,0,1,5,13,0,0
7030427005,7,12,0,1,7,19,0,0
7030427101,21,0,0,1,14,21,0,0
7030427102,21,10,0,1,10,31,0,0
7030427103,16,0,0,1,11,16,0,0
7030427104,12,0,0,1,12,12,0,0
7030427105,11,11,0,1,9,22,0,0
7030427106,7,22,0,1,11,29,0,0
7030427201,29,0,0,1,22,29,0,0
7030427202,26,1,0,1,15,27,0,0
7030427203,17,16,0,1,33,33,80,8
7030524801,0,7,0,1,7,7,0,0
7030623701,0,6,0,1,6,6,0,0
7030624001,0,6,0,1,6,6,0,0
7030624002,2,5,0,1,7,7,56,7
7030624101,0,6,0,1,5,6,0,0
7030624102,0,10,0,1,10,10,0,0
7030624103,0,4,0,1,4,4,0,0
7030624301,0,5,0,1,5,5,0,0
7030624503,2,3,0,1,5,5,0,0
7030624504,1,4,0,1,5,5,0,0
7030624505,0,5,0,1,5,5,0,0
7030624601,0,4,0,0,4,4,0,0
7030624602,0,5,0,0,5,5,0,0
7030624603,2,6,0,1,2,8,0,0
7030624604,0,5,0,1,5,5,0,0
7030624605,2,3,0,1,5,5,0,0
7030624606,1,4,0,1,5,5,0,0
7030624607,2,5,0,1,7,7,0,0
7030624608,1,4,0,1,2,5,0,0
7030624701,1,4,0,1,3,5,0,0
7030624702,0,6,0,1,3,6,96,6
7030624703,0,4,0,1,4,4,0,0
7030624704,0,5,0,1,5,5,0,0
7030624705,0,4,0,0,4,4,0,0
7030624706,0,7,0,1,6,7,121,7
7030624707,0,21,0,1,19,21,0,0
7030624801,0,6,0,1,6,6,0,0
7030624802,3,6,0,1,9,9,80,8
7030624803,0,6,0,1,6,6,0,0
7030624804,0,5,0,1,3,5,0,0
7030624805,1,9,0,1,10,10,0,0
7030624806,1,4,0,1,1,5,0,0
7030624901,0,5,0,1,5,5,0,0
7030624902,0,5,0,1,5,5,0,0
7030625001,6,1,0,1,7,7,0,0
7030625002,4,1,0,1,5,5,0,0
7030625003,2,4,0,1,6,6,0,0
7030625101,0,7,0,1,7,7,0,0
7030625102,0,5,0,1,2,5,0,0
7030625103,2,5,0,1,7,7,7,1
7030625104,0,5,0,1,5,5,0,0
7030625105,2,3,0,1,4,5,0,0
7030625106,0,5,0,1,4,5,0,0
7030625201,0,5,0,1,5,5,0,0
7030625202,0,5,0,1,5,5,0,0
7030625203,0,5,0,1,5,5,0,0
7030625204,0,6,0,1,6,6,0,0
7030625205,1,4,0,1,5,5,0,0
7030625206,0,6,0,1,6,6,0,0
7030625207,0,5,0,1,5,5,0,0
7030625208,1,4,0,1,5,5,2,1
7030625209,0,5,0,1,5,5,0,0
7030625210,0,5,0,1,5,5,0,0
7030625212,1,5,0,1,6,6,0,0
7030625214,0,5,0,1,5,5,0,0
7030625215,2,3,0,1,5,5,0,0
7030625216,0,5,0,1,5,5,0,0
7030625302,0,6,0,1,5,6,0,0
7030625303,0,5,0,1,3,5,0,0
7030625304,0,14,0,1,4,14,0,0
7030625305,0,5,0,1,3,5,0,0
7030625307,0,5,0,1,5,5,0,0
7030625308,2,3,0,1,4,5,0,0
7030625309,1,4,0,1,5,5,0,0
7030625401,0,5,0,1,5,5,0,0
7030625402,3,2,0,1,3,5,0,0
7030625403,0,5,0,1,5,5,0,0
7030625406,0,5,0,1,5,5,0,0
7030625407,1,4,0,1,5,5,0,0
7030625408,1,4,0,1,5,5,0,0
7030625409,0,5,0,1,5,5,0,0
7030625410,0,11,0,1,9,11,0,0
7030625411,1,4,0,1,5,5,0,0
7030625412,2,3,0,1,5,5,0,0
7030625413,2,3,0,1,5,5,678,3
7030625501,1,4,0,1,5,5,0,0
7030625502,0,5,0,1,2,5,0,0
7030625503,1,3,0,0,1,4,0,0
7030625504,1,4,0,1,5,5,0,0
7030625505,0,5,0,1,5,5,0,0
7030625601,1,4,0,1,0,5,0,0
7030625602,0,5,0,1,5,5,0,0
